league,season,team,player,nation,pos,age,NINETIES,Performance_Gls,Performance_Ast,Performance_G+A,Performance_CrdY,Performance_CrdR,Standard_Sh,Standard_SoT,Standard_Sh/90,Standard_SoT/90,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Pass_Cmp,Pass_Att,Pass_CmpPct,Pass_PrgDist,Pass_Ast,Pass_KP,Pass_Final3rd,Pass_PPA,SCA90,GCA90,Touches,Carries,Carry_PrgDist,Carry_Final3rd,Carry_PPA,Performance_Gls_p90,Performance_Ast_p90,Performance_G+A_p90,Standard_Sh_p90,Standard_SoT_p90,Performance_Fls_p90,Performance_Fld_p90,Performance_Off_p90,Performance_Crs_p90,Performance_Int_p90,Performance_TklW_p90,Pass_KP_p90,Pass_Final3rd_p90,Pass_PPA_p90,Pass_PrgDist_p90,Touches_p90,Carries_p90,Carry_PrgDist_p90,Carry_Final3rd_p90,Carry_PPA_p90,pos_simple
ENG-Premier League,2425,Bournemouth,Milos Kerkez,HUN,DF,20.0,37.1,2,5,7,4,0,19,5,0.51,0.13,30,50,3,141,41,26,,,0.0,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.053908355795148244,0.1347708894878706,0.18867924528301885,0.5121293800539083,0.1347708894878706,0.8086253369272237,1.3477088948787062,0.08086253369272237,3.8005390835579513,1.105121293800539,0.7008086253369272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DF
ENG-Premier League,2425,Bournemouth,Ryan Christie,SCO,MF,29.0,23.5,2,3,5,9,0,33,12,1.4,0.51,42,31,1,47,30,33,,,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0851063829787234,0.1276595744680851,0.2127659574468085,1.4042553191489362,0.5106382978723404,1.7872340425531914,1.3191489361702127,0.0425531914893617,2.0,1.2765957446808511,1.4042553191489362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MF
ENG-Premier League,2425,Bournemouth,Tyler Adams,USA,MF,25.0,21.8,0,3,3,7,0,9,2,0.41,0.09,46,21,0,2,30,56,,,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13761467889908258,0.13761467889908258,0.4128440366972477,0.09174311926605504,2.110091743119266,0.963302752293578,0.0,0.09174311926605504,1.3761467889908257,2.568807339449541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MF
ENG-Premier League,2425,Brentford,Bryan Mbeumo,CMR,"MF,FW",24.0,37.9,20,7,27,3,0,85,41,2.24,1.08,25,44,11,200,11,30,,,0.0,0.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5277044854881267,0.18469656992084432,0.712401055408971,2.242744063324538,1.0817941952506596,0.6596306068601583,1.1609498680738786,0.29023746701846964,5.277044854881266,0.29023746701846964,0.79155672823219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MF
ENG-Premier League,2425,Brentford,Christian Nørgaard,DEN,MF,30.0,31.3,5,4,9,8,1,39,16,1.25,0.51,44,28,1,18,46,47,,,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1597444089456869,0.12779552715654952,0.28753993610223644,1.2460063897763578,0.5111821086261981,1.4057507987220448,0.8945686900958466,0.03194888178913738,0.5750798722044729,1.4696485623003195,1.5015974440894568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MF
ENG-Premier League,2425,Brentford,Ethan Pinnock,JAM,DF,31.0,21.3,2,0,2,2,0,10,6,0.47,0.28,8,4,0,9,23,15,,,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09389671361502347,0.0,0.09389671361502347,0.4694835680751174,0.28169014084507044,0.3755868544600939,0.18779342723004694,0.0,0.4225352112676056,1.07981220657277,0.704225352112676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DF
ENG-Premier League,2425,Brentford,Keane Lewis-Potter,ENG,"DF,MF",23.0,34.4,1,3,4,7,0,28,14,0.81,0.41,18,31,4,75,20,27,,,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029069767441860465,0.0872093023255814,0.11627906976744186,0.813953488372093,0.4069767441860465,0.5232558139534884,0.9011627906976745,0.11627906976744186,2.1802325581395348,0.5813953488372093,0.7848837209302326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DF
ENG-Premier League,2425,Brentford,Kevin Schade,GER,"MF,FW",22.0,25.5,11,2,13,3,0,55,27,2.16,1.06,21,38,13,39,5,26,,,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43137254901960786,0.0784313725490196,0.5098039215686274,2.156862745098039,1.0588235294117647,0.8235294117647058,1.4901960784313726,0.5098039215686274,1.5294117647058822,0.19607843137254902,1.0196078431372548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MF
ENG-Premier League,2425,Brentford,Kristoffer Ajer,NOR,DF,26.0,16.0,0,0,0,5,0,9,3,0.56,0.19,13,6,2,14,11,19,,,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5625,0.1875,0.8125,0.375,0.125,0.875,0.6875,1.1875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DF
ENG-Premier League,2425,Brentford,Mads Roerslev,DEN,DF,25.0,12.2,0,2,2,2,0,5,2,0.41,0.16,6,10,0,30,4,8,,,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1639344262295082,0.1639344262295082,0.4098360655737705,0.1639344262295082,0.49180327868852464,0.819672131147541,0.0,2.459016393442623,0.3278688524590164,0.6557377049180328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DF
ENG-Premier League,2425,Brentford,Mark Flekken,NED,GK,31.0,36.4,0,2,2,1,0,0,0,0.0,0.0,0,3,0,0,0,4,,,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.054945054945054944,0.054945054945054944,0.0,0.0,0.0,0.08241758241758242,0.0,0.0,0.0,0.10989010989010989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GK
ENG-Premier League,2425,Brentford,Mikkel Damsgaard,DEN,MF,24.0,32.3,2,10,12,2,0,35,7,1.08,0.22,18,27,6,147,29,44,,,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.061919504643962855,0.30959752321981426,0.3715170278637771,1.08359133126935,0.21671826625387,0.5572755417956656,0.8359133126934986,0.18575851393188855,4.5510835913312695,0.8978328173374613,1.3622291021671828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MF
ENG-Premier League,2425,Brentford,Nathan Collins,IRL,DF,23.0,38.0,2,3,5,5,0,17,6,0.45,0.16,28,31,6,8,34,24,,,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05263157894736842,0.07894736842105263,0.13157894736842105,0.4473684210526316,0.15789473684210525,0.7368421052631579,0.8157894736842105,0.15789473684210525,0.21052631578947367,0.8947368421052632,0.631578947368421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DF
ENG-Premier League,2425,Brentford,Sepp van den Berg,NED,DF,22.0,28.7,0,0,0,3,0,20,6,0.7,0.21,23,5,1,7,22,24,,,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6968641114982579,0.20905923344947736,0.8013937282229965,0.17421602787456447,0.03484320557491289,0.24390243902439024,0.7665505226480837,0.8362369337979094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DF
ENG-Premier League,2425,Brentford,Vitaly Janelt,GER,MF,26.0,25.0,1,3,4,3,0,14,4,0.56,0.16,25,15,1,31,27,24,,,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.12,0.16,0.56,0.16,1.0,0.6,0.04,1.24,1.08,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MF
ENG-Premier League,2425,Brentford,Yehor Yarmoliuk,UKR,MF,20.0,16.1,0,0,0,6,0,9,2,0.56,0.12,19,13,2,16,13,30,,,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5590062111801242,0.12422360248447203,1.1801242236024843,0.8074534161490683,0.12422360248447203,0.9937888198757763,0.8074534161490683,1.8633540372670805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MF
ENG-Premier League,2425,Brentford,Yoane Wissa,COD,FW,27.0,32.4,19,4,23,5,0,90,43,2.77,1.33,33,51,14,19,8,13,,,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5864197530864198,0.1234567901234568,0.7098765432098766,2.7777777777777777,1.3271604938271606,1.0185185185185186,1.5740740740740742,0.4320987654320988,0.5864197530864198,0.2469135802469136,0.4012345679012346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FW
ENG-Premier League,2425,Brighton,Bart Verbruggen,NED,GK,21.0,36.0,0,1,1,5,0,0,0,0.0,0.0,0,2,0,0,0,0,,,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027777777777777776,0.027777777777777776,0.0,0.0,0.0,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GK
ENG-Premier League,2425,Brighton,Carlos Baleba,CMR,MF,20.0,29.6,3,1,4,8,1,44,11,1.49,0.37,39,47,0,9,49,44,,,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10135135135135134,0.03378378378378378,0.13513513513513511,1.4864864864864864,0.3716216216216216,1.3175675675675675,1.5878378378378377,0.0,0.30405405405405406,1.6554054054054053,1.4864864864864864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MF
ENG-Premier League,2425,Brighton,Danny Welbeck,ENG,FW,33.0,23.5,10,4,14,5,0,60,24,2.55,1.02,11,23,4,3,5,16,,,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.425531914893617,0.1702127659574468,0.5957446808510638,2.5531914893617023,1.0212765957446808,0.46808510638297873,0.9787234042553191,0.1702127659574468,0.1276595744680851,0.2127659574468085,0.6808510638297872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FW
ENG-Premier League,2425,Brighton,Georginio Rutter,FRA,"MF,FW",22.0,18.4,5,3,8,2,0,50,12,2.72,0.65,34,45,7,9,11,14,,,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27173913043478265,0.16304347826086957,0.4347826086956522,2.717391304347826,0.6521739130434783,1.847826086956522,2.4456521739130435,0.3804347826086957,0.48913043478260876,0.5978260869565218,0.7608695652173914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MF
ENG-Premier League,2425,Brighton,Igor,BRA,DF,26.0,10.7,0,0,0,4,0,1,0,0.09,0.0,9,7,0,4,4,5,,,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09345794392523366,0.0,0.8411214953271029,0.6542056074766356,0.0,0.3738317757009346,0.3738317757009346,0.4672897196261683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DF
ENG-Premier League,2425,Brighton,Jack Hinshelwood,ENG,"MF,DF",19.0,20.5,5,2,7,5,0,18,10,0.88,0.49,18,9,0,28,11,19,,,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24390243902439024,0.0975609756097561,0.34146341463414637,0.8780487804878049,0.4878048780487805,0.8780487804878049,0.43902439024390244,0.0,1.3658536585365855,0.5365853658536586,0.926829268292683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MF
ENG-Premier League,2425,Brighton,Jan Paul van Hecke,NED,DF,24.0,32.9,1,1,2,8,1,17,5,0.52,0.15,25,24,0,11,25,29,,,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030395136778115502,0.030395136778115502,0.060790273556231005,0.5167173252279635,0.1519756838905775,0.7598784194528876,0.729483282674772,0.0,0.3343465045592705,0.7598784194528876,0.8814589665653496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DF
ENG-Premier League,2425,Brighton,João Pedro,BRA,"FW,MF",22.0,21.6,10,6,16,4,1,47,20,2.17,0.92,27,45,2,22,8,12,,,0.0,0.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4629629629629629,0.27777777777777773,0.7407407407407407,2.1759259259259256,0.9259259259259258,1.25,2.083333333333333,0.09259259259259259,1.0185185185185184,0.37037037037037035,0.5555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FW
ENG-Premier League,2425,Brighton,Joël Veltman,NED,DF,32.0,18.9,0,0,0,5,0,6,1,0.32,0.05,27,44,0,24,20,29,,,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3174603174603175,0.052910052910052914,1.4285714285714286,2.3280423280423284,0.0,1.26984126984127,1.0582010582010584,1.5343915343915344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DF
ENG-Premier League,2425,Brighton,Kaoru Mitoma,JPN,MF,27.0,28.9,10,4,14,1,0,57,27,1.97,0.93,40,24,5,72,12,27,,,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34602076124567477,0.1384083044982699,0.4844290657439447,1.972318339100346,0.9342560553633218,1.384083044982699,0.8304498269896194,0.17301038062283738,2.491349480968858,0.4152249134948097,0.9342560553633218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MF
ENG-Premier League,2425,Brighton,Lewis Dunk,ENG,DF,32.0,23.1,0,0,0,5,0,12,3,0.52,0.13,7,11,2,5,12,11,,,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5194805194805194,0.12987012987012986,0.30303030303030304,0.47619047619047616,0.08658008658008658,0.21645021645021645,0.5194805194805194,0.47619047619047616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DF
ENG-Premier League,2425,Brighton,Mats Wieffer,NED,"DF,MF",24.0,11.3,1,3,4,6,0,9,4,0.8,0.35,23,10,1,14,16,34,,,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08849557522123894,0.2654867256637168,0.35398230088495575,0.7964601769911503,0.35398230088495575,2.0353982300884956,0.8849557522123893,0.08849557522123894,1.238938053097345,1.415929203539823,3.0088495575221237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DF
ENG-Premier League,2425,Brighton,Matt O'Riley,DEN,MF,23.0,10.4,2,2,4,1,0,22,7,2.11,0.67,16,13,2,50,13,8,,,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1923076923076923,0.1923076923076923,0.3846153846153846,2.1153846153846154,0.673076923076923,1.5384615384615383,1.25,0.1923076923076923,4.8076923076923075,1.25,0.7692307692307692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MF
ENG-Premier League,2425,Brighton,Pervis Estupiñán,ECU,DF,26.0,26.7,1,1,2,5,0,28,9,1.05,0.34,36,20,3,119,39,44,,,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03745318352059925,0.03745318352059925,0.0749063670411985,1.0486891385767791,0.33707865168539325,1.348314606741573,0.7490636704119851,0.11235955056179775,4.456928838951311,1.4606741573033708,1.647940074906367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DF
ENG-Premier League,2425,Brighton,Simon Adingra,CIV,MF,22.0,12.2,2,2,4,0,0,33,8,2.71,0.66,13,4,4,42,9,16,,,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1639344262295082,0.1639344262295082,0.3278688524590164,2.7049180327868854,0.6557377049180328,1.0655737704918034,0.3278688524590164,0.3278688524590164,3.4426229508196724,0.7377049180327869,1.3114754098360657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MF
ENG-Premier League,2425,Brighton,Yankuba Minteh,GAM,MF,20.0,20.4,6,4,10,6,0,34,16,1.66,0.78,21,11,6,90,12,36,,,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29411764705882354,0.19607843137254904,0.4901960784313726,1.6666666666666667,0.7843137254901962,1.0294117647058825,0.5392156862745099,0.29411764705882354,4.411764705882353,0.5882352941176471,1.7647058823529413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MF
ENG-Premier League,2425,Brighton,Yasin Ayari,SWE,MF,20.0,21.8,2,1,3,3,0,28,8,1.28,0.37,36,26,3,70,20,32,,,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09174311926605504,0.04587155963302752,0.13761467889908258,1.2844036697247705,0.36697247706422015,1.6513761467889907,1.1926605504587156,0.13761467889908258,3.2110091743119265,0.9174311926605504,1.4678899082568806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MF
ENG-Premier League,2425,Chelsea,Christopher Nkunku,FRA,"MF,FW",26.0,10.2,3,2,5,2,0,25,12,2.44,1.17,16,11,3,6,7,8,,,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29411764705882354,0.19607843137254904,0.4901960784313726,2.450980392156863,1.1764705882352942,1.5686274509803924,1.0784313725490198,0.29411764705882354,0.5882352941176471,0.6862745098039216,0.7843137254901962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MF
ENG-Premier League,2425,Chelsea,Cole Palmer,ENG,MF,22.0,35.5,15,8,23,7,0,126,51,3.55,1.44,15,60,7,145,10,18,,,0.0,0.0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4225352112676056,0.22535211267605634,0.647887323943662,3.5492957746478875,1.4366197183098592,0.4225352112676056,1.6901408450704225,0.19718309859154928,4.084507042253521,0.28169014084507044,0.5070422535211268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MF
ENG-Premier League,2425,Chelsea,Enzo Fernández,ARG,MF,23.0,32.7,6,7,13,8,0,53,20,1.62,0.61,52,54,2,111,13,32,,,0.0,0.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18348623853211007,0.21406727828746175,0.39755351681957185,1.620795107033639,0.6116207951070336,1.5902140672782874,1.6513761467889907,0.061162079510703356,3.3944954128440363,0.39755351681957185,0.9785932721712537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MF
ENG-Premier League,2425,Chelsea,Jadon Sancho,ENG,MF,24.0,19.6,3,4,7,2,0,24,8,1.22,0.41,6,11,6,24,2,7,,,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1530612244897959,0.2040816326530612,0.3571428571428571,1.2244897959183672,0.4081632653061224,0.3061224489795918,0.5612244897959183,0.3061224489795918,1.2244897959183672,0.1020408163265306,0.3571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MF
ENG-Premier League,2425,Chelsea,Levi Colwill,ENG,DF,21.0,35.0,2,1,3,9,0,17,4,0.49,0.11,46,21,4,12,32,35,,,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05714285714285714,0.02857142857142857,0.08571428571428572,0.4857142857142857,0.11428571428571428,1.3142857142857143,0.6,0.11428571428571428,0.34285714285714286,0.9142857142857143,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DF
ENG-Premier League,2425,Chelsea,Malo Gusto,FRA,DF,21.0,20.7,0,1,1,4,0,22,5,1.06,0.24,20,20,2,54,25,31,,,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04830917874396135,0.04830917874396135,1.0628019323671498,0.24154589371980678,0.9661835748792271,0.9661835748792271,0.0966183574879227,2.608695652173913,1.2077294685990339,1.497584541062802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DF
ENG-Premier League,2425,Chelsea,Marc Cucurella,ESP,DF,26.0,33.2,5,1,6,10,1,24,12,0.72,0.36,37,38,3,29,26,46,,,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1506024096385542,0.03012048192771084,0.18072289156626503,0.7228915662650601,0.36144578313253006,1.114457831325301,1.1445783132530118,0.09036144578313252,0.8734939759036143,0.7831325301204819,1.3855421686746987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DF
ENG-Premier League,2425,Chelsea,Moisés Caicedo,ECU,"MF,DF",22.0,37.2,1,2,3,11,0,20,3,0.54,0.08,69,58,0,10,47,74,,,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026881720430107524,0.05376344086021505,0.08064516129032258,0.5376344086021505,0.08064516129032258,1.8548387096774193,1.5591397849462365,0.0,0.26881720430107525,1.2634408602150538,1.9892473118279568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MF
ENG-Premier League,2425,Chelsea,Nicolas Jackson,SEN,FW,23.0,24.7,10,5,15,7,1,76,35,3.08,1.42,35,29,23,3,3,11,,,0.0,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4048582995951417,0.20242914979757085,0.6072874493927126,3.076923076923077,1.417004048582996,1.417004048582996,1.174089068825911,0.9311740890688259,0.12145748987854252,0.12145748987854252,0.4453441295546559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FW
ENG-Premier League,2425,Chelsea,Noni Madueke,ENG,MF,22.0,22.6,7,3,10,3,0,80,32,3.54,1.42,22,24,5,63,8,18,,,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30973451327433627,0.1327433628318584,0.44247787610619466,3.5398230088495573,1.415929203539823,0.9734513274336283,1.0619469026548671,0.22123893805309733,2.787610619469026,0.35398230088495575,0.7964601769911503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MF
ENG-Premier League,2425,Chelsea,Pedro Neto,POR,"MF,FW",24.0,25.2,4,6,10,8,0,59,17,2.34,0.67,21,33,3,149,8,10,,,0.0,0.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15873015873015872,0.2380952380952381,0.39682539682539686,2.3412698412698414,0.6746031746031746,0.8333333333333334,1.3095238095238095,0.11904761904761905,5.912698412698413,0.31746031746031744,0.39682539682539686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MF
ENG-Premier League,2425,Chelsea,Reece James,ENG,"DF,MF",24.0,11.8,1,1,2,1,0,11,3,0.93,0.25,8,11,0,43,14,9,,,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0847457627118644,0.0847457627118644,0.1694915254237288,0.9322033898305084,0.2542372881355932,0.6779661016949152,0.9322033898305084,0.0,3.644067796610169,1.1864406779661016,0.7627118644067796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DF
ENG-Premier League,2425,Chelsea,Robert Sánchez,ESP,GK,26.0,32.0,0,0,0,5,0,0,0,0.0,0.0,2,4,0,0,2,0,,,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.125,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GK
ENG-Premier League,2425,Chelsea,Tosin Adarabioyo,ENG,DF,26.0,15.7,1,1,2,4,0,13,2,0.83,0.13,8,9,1,0,10,13,,,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06369426751592357,0.06369426751592357,0.12738853503184713,0.8280254777070064,0.12738853503184713,0.5095541401273885,0.5732484076433121,0.06369426751592357,0.0,0.6369426751592357,0.8280254777070064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DF
ENG-Premier League,2425,Chelsea,Trevoh Chalobah,ENG,DF,25.0,10.1,0,1,1,2,0,7,3,0.69,0.3,9,7,0,3,9,7,,,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09900990099009901,0.09900990099009901,0.6930693069306931,0.297029702970297,0.8910891089108911,0.6930693069306931,0.0,0.297029702970297,0.8910891089108911,0.6930693069306931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DF
ENG-Premier League,2425,Chelsea,Wesley Fofana,FRA,DF,23.0,13.0,0,0,0,7,0,3,0,0.23,0.0,24,16,0,1,12,11,,,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23076923076923078,0.0,1.8461538461538463,1.2307692307692308,0.0,0.07692307692307693,0.9230769230769231,0.8461538461538461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DF
ENG-Premier League,2425,Crystal Palace,Adam Wharton,ENG,MF,20.0,14.6,0,2,2,2,0,13,5,0.89,0.34,12,21,0,39,19,16,,,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.136986301369863,0.136986301369863,0.8904109589041096,0.3424657534246575,0.8219178082191781,1.4383561643835616,0.0,2.671232876712329,1.3013698630136987,1.095890410958904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MF
ENG-Premier League,2425,Crystal Palace,Chris Richards,USA,DF,24.0,21.4,1,0,1,4,1,12,6,0.56,0.28,11,5,1,5,18,30,,,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04672897196261683,0.0,0.04672897196261683,0.5607476635514019,0.28037383177570097,0.5140186915887851,0.23364485981308414,0.04672897196261683,0.23364485981308414,0.8411214953271029,1.4018691588785048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DF
