league,season,team,player,nation,pos,age,NINETIES,Performance_Gls,Performance_Ast,Performance_G+A,Performance_CrdY,Performance_CrdR,Standard_Sh,Standard_SoT,Standard_Sh/90,Standard_SoT/90,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Pass_Cmp,Pass_Att,Pass_CmpPct,Pass_PrgDist,Pass_Ast,Pass_KP,Pass_Final3rd,Pass_PPA,SCA90,GCA90,Touches,Carries,Carry_PrgDist,Carry_Final3rd,Carry_PPA,Performance_Gls_p90,Performance_Ast_p90,Performance_G+A_p90,Standard_Sh_p90,Standard_SoT_p90,Performance_Fls_p90,Performance_Fld_p90,Performance_Off_p90,Performance_Crs_p90,Performance_Int_p90,Performance_TklW_p90,Pass_KP_p90,Pass_Final3rd_p90,Pass_PPA_p90,Pass_PrgDist_p90,Touches_p90,Carries_p90,Carry_PrgDist_p90,Carry_Final3rd_p90,Carry_PPA_p90,pos_simple
ENG-Premier League,2425,Crystal Palace,Daichi Kamada,JPN,MF,27.0,17.4,0,0,0,4,1,20,4,1.15,0.23,28,21,2,32,18,29,,,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.149425287356322,0.2298850574712644,1.6091954022988506,1.2068965517241381,0.1149425287356322,1.8390804597701151,1.0344827586206897,1.6666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MF
ENG-Premier League,2425,Crystal Palace,Daniel Muñoz,COL,MF,28.0,35.9,4,5,9,10,0,37,18,1.03,0.5,56,19,15,74,43,77,,,0.0,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11142061281337048,0.1392757660167131,0.25069637883008355,1.0306406685236769,0.5013927576601671,1.5598885793871866,0.5292479108635098,0.4178272980501393,2.0612813370473537,1.1977715877437327,2.1448467966573816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MF
ENG-Premier League,2425,Crystal Palace,Dean Henderson,ENG,GK,27.0,38.0,0,0,0,3,0,1,0,0.03,0.0,0,2,0,0,1,1,,,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02631578947368421,0.0,0.0,0.05263157894736842,0.0,0.0,0.02631578947368421,0.02631578947368421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GK
ENG-Premier League,2425,Crystal Palace,Eberechi Eze,ENG,MF,26.0,28.8,8,8,16,1,0,102,29,3.55,1.01,13,51,9,110,10,21,,,0.0,0.0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2777777777777778,0.2777777777777778,0.5555555555555556,3.5416666666666665,1.0069444444444444,0.4513888888888889,1.7708333333333333,0.3125,3.819444444444444,0.3472222222222222,0.7291666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MF
ENG-Premier League,2425,Crystal Palace,Eddie Nketiah,ENG,"FW,MF",25.0,11.5,3,1,4,6,1,43,16,3.74,1.39,31,29,5,5,2,8,,,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2608695652173913,0.08695652173913043,0.34782608695652173,3.739130434782609,1.391304347826087,2.6956521739130435,2.5217391304347827,0.43478260869565216,0.43478260869565216,0.17391304347826086,0.6956521739130435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FW
ENG-Premier League,2425,Crystal Palace,Ismaila Sarr,SEN,MF,26.0,30.1,8,6,14,4,0,59,29,1.96,0.96,14,55,11,55,8,11,,,0.0,0.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26578073089700993,0.19933554817275748,0.46511627906976744,1.9601328903654485,0.9634551495016611,0.46511627906976744,1.8272425249169435,0.3654485049833887,1.8272425249169435,0.26578073089700993,0.3654485049833887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MF
ENG-Premier League,2425,Crystal Palace,Jean-Philippe Mateta,FRA,FW,27.0,29.4,14,2,16,2,0,69,33,2.35,1.12,27,29,22,26,2,12,,,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4761904761904762,0.06802721088435375,0.54421768707483,2.3469387755102042,1.1224489795918369,0.9183673469387755,0.9863945578231293,0.7482993197278912,0.8843537414965987,0.06802721088435375,0.40816326530612246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FW
ENG-Premier League,2425,Crystal Palace,Jefferson Lerma,COL,"MF,DF",29.0,25.3,0,1,1,9,0,26,8,1.03,0.32,35,39,0,12,41,19,,,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039525691699604744,0.039525691699604744,1.0276679841897234,0.31620553359683795,1.383399209486166,1.541501976284585,0.0,0.4743083003952569,1.6205533596837944,0.7509881422924901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MF
ENG-Premier League,2425,Crystal Palace,Marc Guéhi,ENG,DF,24.0,34.0,3,2,5,9,1,15,7,0.44,0.21,23,27,1,13,29,32,,,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08823529411764706,0.058823529411764705,0.14705882352941177,0.4411764705882353,0.20588235294117646,0.6764705882352942,0.7941176470588235,0.029411764705882353,0.38235294117647056,0.8529411764705882,0.9411764705882353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DF
ENG-Premier League,2425,Crystal Palace,Maxence Lacroix,FRA,DF,24.0,34.6,1,1,2,5,0,30,6,0.87,0.17,34,19,1,7,54,42,,,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028901734104046242,0.028901734104046242,0.057803468208092484,0.8670520231213873,0.17341040462427745,0.9826589595375722,0.5491329479768786,0.028901734104046242,0.20231213872832368,1.560693641618497,1.2138728323699421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DF
ENG-Premier League,2425,Crystal Palace,Tyrick Mitchell,ENG,MF,24.0,34.4,0,5,5,2,0,12,3,0.35,0.09,23,25,2,107,21,53,,,0.0,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14534883720930233,0.14534883720930233,0.3488372093023256,0.0872093023255814,0.6686046511627908,0.7267441860465117,0.05813953488372093,3.11046511627907,0.6104651162790697,1.5406976744186047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MF
ENG-Premier League,2425,Crystal Palace,Will Hughes,ENG,MF,29.0,23.4,0,3,3,11,0,22,1,0.94,0.04,65,31,0,70,21,36,,,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12820512820512822,0.12820512820512822,0.9401709401709403,0.042735042735042736,2.777777777777778,1.324786324786325,0.0,2.9914529914529915,0.8974358974358975,1.5384615384615385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MF
ENG-Premier League,2425,Everton,Abdoulaye Doucouré,MLI,MF,31.0,28.5,3,2,5,5,1,31,10,1.09,0.35,49,5,10,23,11,28,,,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10526315789473684,0.07017543859649122,0.17543859649122806,1.087719298245614,0.3508771929824561,1.719298245614035,0.17543859649122806,0.3508771929824561,0.8070175438596491,0.38596491228070173,0.9824561403508771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MF
ENG-Premier League,2425,Everton,Ashley Young,ENG,DF,39.0,20.8,1,3,4,7,1,6,3,0.29,0.14,30,22,0,75,26,36,,,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04807692307692307,0.14423076923076922,0.1923076923076923,0.28846153846153844,0.14423076923076922,1.4423076923076923,1.0576923076923077,0.0,3.605769230769231,1.25,1.7307692307692306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DF
ENG-Premier League,2425,Everton,Beto,GNB,FW,26.0,17.0,8,0,8,2,0,49,23,2.87,1.35,33,23,16,4,4,7,,,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47058823529411764,0.0,0.47058823529411764,2.8823529411764706,1.3529411764705883,1.9411764705882353,1.3529411764705883,0.9411764705882353,0.23529411764705882,0.23529411764705882,0.4117647058823529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FW
ENG-Premier League,2425,Everton,Dominic Calvert-Lewin,ENG,FW,27.0,17.9,3,1,4,2,0,50,20,2.8,1.12,27,23,27,6,7,7,,,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1675977653631285,0.0558659217877095,0.223463687150838,2.7932960893854752,1.11731843575419,1.5083798882681565,1.2849162011173185,1.5083798882681565,0.335195530726257,0.3910614525139665,0.3910614525139665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FW
ENG-Premier League,2425,Everton,Dwight McNeil,ENG,MF,24.0,15.2,4,6,10,1,0,24,10,1.58,0.66,6,18,1,104,6,8,,,0.0,0.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2631578947368421,0.39473684210526316,0.6578947368421053,1.5789473684210527,0.6578947368421053,0.39473684210526316,1.1842105263157896,0.06578947368421052,6.842105263157895,0.39473684210526316,0.5263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MF
ENG-Premier League,2425,Everton,Idrissa Gueye,SEN,MF,34.0,34.0,0,3,3,9,0,27,5,0.79,0.15,55,46,0,7,46,76,,,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08823529411764706,0.08823529411764706,0.7941176470588235,0.14705882352941177,1.6176470588235294,1.3529411764705883,0.0,0.20588235294117646,1.3529411764705883,2.235294117647059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MF
ENG-Premier League,2425,Everton,Iliman Ndiaye,SEN,"MF,FW",24.0,27.0,9,0,9,3,0,37,17,1.37,0.63,24,52,5,37,19,27,,,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,1.3703703703703705,0.6296296296296297,0.8888888888888888,1.9259259259259258,0.18518518518518517,1.3703703703703705,0.7037037037037037,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MF
ENG-Premier League,2425,Everton,Jack Harrison,ENG,"MF,FW",27.0,23.1,1,0,1,0,0,29,7,1.26,0.3,13,28,4,131,9,23,,,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04329004329004329,0.0,0.04329004329004329,1.2554112554112553,0.30303030303030304,0.5627705627705627,1.2121212121212122,0.17316017316017315,5.670995670995671,0.3896103896103896,0.9956709956709956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MF
ENG-Premier League,2425,Everton,Jake O'Brien,IRL,DF,23.0,17.5,2,0,2,5,0,6,3,0.34,0.17,13,4,3,18,4,17,,,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11428571428571428,0.0,0.11428571428571428,0.34285714285714286,0.17142857142857143,0.7428571428571429,0.22857142857142856,0.17142857142857143,1.0285714285714285,0.22857142857142856,0.9714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DF
ENG-Premier League,2425,Everton,James Garner,ENG,"MF,DF",23.0,17.7,0,1,1,5,0,12,4,0.68,0.23,20,15,0,55,20,32,,,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05649717514124294,0.05649717514124294,0.6779661016949153,0.22598870056497175,1.1299435028248588,0.8474576271186441,0.0,3.1073446327683616,1.1299435028248588,1.807909604519774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MF
ENG-Premier League,2425,Everton,James Tarkowski,ENG,DF,31.0,32.5,1,1,2,6,0,15,4,0.46,0.12,35,29,1,1,37,40,,,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03076923076923077,0.03076923076923077,0.06153846153846154,0.46153846153846156,0.12307692307692308,1.0769230769230769,0.8923076923076924,0.03076923076923077,0.03076923076923077,1.1384615384615384,1.2307692307692308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DF
ENG-Premier League,2425,Everton,Jarrad Branthwaite,ENG,DF,22.0,27.9,0,1,1,4,0,10,3,0.36,0.11,12,18,2,6,24,21,,,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03584229390681004,0.03584229390681004,0.35842293906810035,0.10752688172043011,0.43010752688172044,0.6451612903225806,0.07168458781362008,0.21505376344086022,0.8602150537634409,0.7526881720430108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DF
ENG-Premier League,2425,Everton,Jesper Lindstrøm,DEN,MF,24.0,13.8,0,1,1,2,0,28,10,2.03,0.73,15,10,1,72,13,24,,,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07246376811594203,0.07246376811594203,2.0289855072463765,0.7246376811594203,1.0869565217391304,0.7246376811594203,0.07246376811594203,5.217391304347826,0.9420289855072463,1.7391304347826086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MF
ENG-Premier League,2425,Everton,Jordan Pickford,ENG,GK,30.0,38.0,0,1,1,7,0,0,0,0.0,0.0,0,7,0,0,1,1,,,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02631578947368421,0.02631578947368421,0.0,0.0,0.0,0.18421052631578946,0.0,0.0,0.02631578947368421,0.02631578947368421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GK
ENG-Premier League,2425,Everton,Michael Keane,ENG,DF,31.0,11.7,3,0,3,5,0,10,4,0.86,0.34,9,0,0,1,13,10,,,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25641025641025644,0.0,0.25641025641025644,0.8547008547008548,0.3418803418803419,0.7692307692307693,0.0,0.0,0.08547008547008547,1.1111111111111112,0.8547008547008548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DF
ENG-Premier League,2425,Everton,Orel Mangala,BEL,MF,26.0,14.0,1,0,1,2,0,16,6,1.14,0.43,24,17,2,6,21,8,,,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07142857142857142,0.0,0.07142857142857142,1.1428571428571428,0.42857142857142855,1.7142857142857142,1.2142857142857142,0.14285714285714285,0.42857142857142855,1.5,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MF
ENG-Premier League,2425,Everton,Vitaliy Mykolenko,UKR,DF,25.0,34.2,1,2,3,4,0,14,1,0.41,0.03,22,34,3,100,42,38,,,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029239766081871343,0.05847953216374269,0.08771929824561403,0.4093567251461988,0.029239766081871343,0.6432748538011696,0.9941520467836257,0.08771929824561403,2.923976608187134,1.2280701754385963,1.111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DF
ENG-Premier League,2425,Fulham,Adama Traoré,ESP,MF,28.0,19.7,2,7,9,3,0,39,12,1.98,0.61,24,32,1,100,1,13,,,0.0,0.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10152284263959391,0.3553299492385787,0.4568527918781726,1.9796954314720814,0.6091370558375635,1.218274111675127,1.6243654822335025,0.050761421319796954,5.0761421319796955,0.050761421319796954,0.6598984771573604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MF
ENG-Premier League,2425,Fulham,Alex Iwobi,NGA,MF,28.0,33.1,9,6,15,1,0,68,29,2.05,0.88,19,18,5,127,13,26,,,0.0,0.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2719033232628399,0.18126888217522658,0.45317220543806647,2.0543806646525677,0.8761329305135951,0.5740181268882175,0.5438066465256798,0.1510574018126888,3.836858006042296,0.39274924471299094,0.7854984894259819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MF
ENG-Premier League,2425,Fulham,Andreas Pereira,BRA,MF,28.0,22.4,2,4,6,7,0,39,9,1.74,0.4,29,24,1,173,9,12,,,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08928571428571429,0.17857142857142858,0.26785714285714285,1.7410714285714286,0.4017857142857143,1.2946428571428572,1.0714285714285714,0.044642857142857144,7.7232142857142865,0.4017857142857143,0.5357142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MF
ENG-Premier League,2425,Fulham,Antonee Robinson,USA,"DF,MF",26.0,35.2,0,10,10,8,0,16,2,0.45,0.06,31,20,7,172,57,57,,,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28409090909090906,0.28409090909090906,0.45454545454545453,0.056818181818181816,0.8806818181818181,0.5681818181818181,0.19886363636363635,4.886363636363636,1.6193181818181817,1.6193181818181817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DF
ENG-Premier League,2425,Fulham,Bernd Leno,GER,GK,32.0,38.0,0,1,1,5,0,0,0,0.0,0.0,0,4,0,0,0,2,,,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02631578947368421,0.02631578947368421,0.0,0.0,0.0,0.10526315789473684,0.0,0.0,0.0,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GK
ENG-Premier League,2425,Fulham,Calvin Bassey,NGA,DF,24.0,34.2,1,0,1,7,0,14,4,0.41,0.12,26,31,2,9,19,33,,,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029239766081871343,0.0,0.029239766081871343,0.4093567251461988,0.11695906432748537,0.7602339181286549,0.9064327485380116,0.05847953216374269,0.2631578947368421,0.5555555555555555,0.9649122807017543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DF
ENG-Premier League,2425,Fulham,Emile Smith Rowe,ENG,MF,24.0,22.7,6,3,9,3,0,37,11,1.63,0.48,19,15,4,16,11,18,,,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2643171806167401,0.13215859030837004,0.39647577092511016,1.6299559471365639,0.4845814977973568,0.8370044052863437,0.6607929515418502,0.1762114537444934,0.7048458149779736,0.4845814977973568,0.7929515418502203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MF
ENG-Premier League,2425,Fulham,Harry Wilson,WAL,"MF,FW",27.0,12.9,6,1,7,2,0,43,17,3.33,1.32,12,22,1,41,6,15,,,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46511627906976744,0.07751937984496124,0.5426356589147286,3.333333333333333,1.317829457364341,0.9302325581395349,1.7054263565891472,0.07751937984496124,3.1782945736434107,0.46511627906976744,1.1627906976744187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MF
ENG-Premier League,2425,Fulham,Issa Diop,MAR,DF,27.0,14.9,0,0,0,2,0,5,2,0.34,0.13,10,4,0,1,9,12,,,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33557046979865773,0.1342281879194631,0.6711409395973155,0.2684563758389262,0.0,0.06711409395973154,0.6040268456375839,0.8053691275167785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DF
ENG-Premier League,2425,Fulham,Joachim Andersen,DEN,DF,28.0,28.7,0,0,0,6,1,19,5,0.66,0.17,18,19,0,12,33,16,,,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.662020905923345,0.17421602787456447,0.6271777003484321,0.662020905923345,0.0,0.4181184668989547,1.1498257839721255,0.5574912891986062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DF
ENG-Premier League,2425,Fulham,Kenny Tete,NED,DF,28.0,19.7,0,2,2,5,0,24,2,1.22,0.1,35,16,1,38,30,38,,,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10152284263959391,0.10152284263959391,1.218274111675127,0.10152284263959391,1.7766497461928934,0.8121827411167513,0.050761421319796954,1.9289340101522843,1.5228426395939088,1.9289340101522843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DF
ENG-Premier League,2425,Fulham,Raúl Jiménez,MEX,FW,33.0,27.7,12,3,15,4,0,96,33,3.46,1.19,39,41,15,22,11,24,,,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4332129963898917,0.10830324909747292,0.5415162454873647,3.4657039711191335,1.1913357400722022,1.407942238267148,1.48014440433213,0.5415162454873647,0.7942238267148015,0.39711191335740076,0.8664259927797834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FW
ENG-Premier League,2425,Fulham,Rodrigo Muniz,BRA,FW,23.0,10.7,8,1,9,1,0,40,19,3.73,1.77,11,31,3,1,4,6,,,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7476635514018692,0.09345794392523366,0.8411214953271029,3.738317757009346,1.7757009345794394,1.0280373831775702,2.897196261682243,0.28037383177570097,0.09345794392523366,0.3738317757009346,0.5607476635514019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FW
ENG-Premier League,2425,Fulham,Sander Berge,NOR,MF,26.0,24.7,0,0,0,6,0,3,1,0.12,0.04,30,10,0,3,21,32,,,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12145748987854252,0.04048582995951417,1.2145748987854252,0.4048582995951417,0.0,0.12145748987854252,0.8502024291497976,1.2955465587044535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MF
ENG-Premier League,2425,Fulham,Saša Lukić,SRB,MF,27.0,26.0,0,2,2,12,0,18,3,0.69,0.12,66,26,0,63,26,38,,,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,0.07692307692307693,0.6923076923076923,0.11538461538461539,2.5384615384615383,1.0,0.0,2.423076923076923,1.0,1.4615384615384615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MF
ENG-Premier League,2425,Fulham,Timothy Castagne,BEL,"DF,MF",28.0,18.3,0,1,1,1,0,8,3,0.44,0.16,15,6,1,38,23,31,,,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0546448087431694,0.0546448087431694,0.4371584699453552,0.16393442622950818,0.819672131147541,0.32786885245901637,0.0546448087431694,2.0765027322404372,1.256830601092896,1.6939890710382512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DF
ENG-Premier League,2425,Ipswich Town,Alex Palmer,ENG,GK,27.0,13.0,0,0,0,2,0,0,0,0.0,0.0,1,4,0,0,0,0,,,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,0.3076923076923077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GK
ENG-Premier League,2425,Ipswich Town,Arijanet Muric,KVX,GK,25.0,18.0,0,0,0,1,0,0,0,0.0,0.0,0,4,0,0,0,0,,,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GK
ENG-Premier League,2425,Ipswich Town,Axel Tuanzebe,COD,DF,26.0,19.0,0,1,1,5,1,4,0,0.21,0.0,17,12,0,10,22,19,,,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05263157894736842,0.05263157894736842,0.21052631578947367,0.0,0.8947368421052632,0.631578947368421,0.0,0.5263157894736842,1.1578947368421053,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DF
ENG-Premier League,2425,Ipswich Town,Ben Johnson,ENG,"MF,DF",24.0,15.0,1,2,3,5,1,7,3,0.47,0.2,27,6,1,37,13,20,,,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.13333333333333333,0.2,0.4666666666666667,0.2,1.8,0.4,0.06666666666666667,2.466666666666667,0.8666666666666667,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MF
ENG-Premier League,2425,Ipswich Town,Cameron Burgess,AUS,DF,28.0,17.1,0,2,2,0,0,10,3,0.58,0.18,6,4,1,0,10,13,,,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11695906432748537,0.11695906432748537,0.5847953216374269,0.17543859649122806,0.3508771929824561,0.23391812865497075,0.05847953216374269,0.0,0.5847953216374269,0.7602339181286549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DF
ENG-Premier League,2425,Ipswich Town,Dara O'Shea,IRL,DF,25.0,34.7,0,2,2,6,0,22,2,0.63,0.06,21,25,3,8,33,30,,,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05763688760806916,0.05763688760806916,0.6340057636887607,0.05763688760806916,0.6051873198847262,0.7204610951008645,0.08645533141210374,0.23054755043227665,0.9510086455331411,0.8645533141210374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DF
ENG-Premier League,2425,Ipswich Town,Jack Clarke,ENG,MF,23.0,13.1,0,4,4,2,0,17,2,1.3,0.15,16,23,3,14,7,18,,,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3053435114503817,0.3053435114503817,1.297709923664122,0.15267175572519084,1.2213740458015268,1.7557251908396947,0.22900763358778625,1.0687022900763359,0.5343511450381679,1.3740458015267176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MF
