oos_concordance_scores,oos_concordance_mean
"[np.float64(0.8298145568518196), np.float64(0.811582012293756), np.float64(0.8248414513136891), np.float64(0.8265778354087951), np.float64(0.817983365714161)]",0.8221598443164442
