PLAYER_NAME,PLAYER_POSITION,HEIGHT_IN,DRAFT_PICK
Ralph Kaplowitz,SG,74.0,61
Jason Kapono,SF,80.0,61
Tony Kappen,Unknown,,61
Sergey Karasev,SG,79.0,19
Coby Karl,SG,77.0,61
George Karl,SG,74.0,156
Ed Kasid,SG,71.0,61
Mario Kasun,C,85.0,70
Leo Katkaveck,SG,72.0,61
Bob Kauffman,SF,80.0,3
Sasha Kaun,C,83.0,86
Wilbert Kautz,SG,71.0,61
Yuki Kawamura,SG,67.0,61
Clarence Kea,SF,78.0,379
Michael Kearns,SG,74.0,168
Tommy Kearns,SG,71.0,119
Adam Keefe,SF,81.0,10
Harold Keeling,SG,76.0,123
Trevor Keels,SG,75.0,72
Ken Keller,Unknown,,61
Kylor Kelley,C,84.0,61
Rich Kelley,C,84.0,7
Clark Kellogg,SF,79.0,8
Gerard Kelly,SF,74.0,61
Miles Kelly,SG,76.0,61
Ryan Kelly,SF,83.0,78
Tom Kelly,SG,72.0,61
Greg Kelser,SF,79.0,4
Ben Kelso,SG,75.0,339
Shawn Kemp,SF,82.0,17
Tim Kempton,C,82.0,274
Frank Kendrick,SF,78.0,107
Luke Kennard,SG,77.0,12
D.J. Kennedy,SG,77.0,61
Eugene Kennedy,SF,77.0,379
Joe Kennedy,SF,78.0,392
William Kennedy,SG,71.0,45
Larry Kenon,SF,81.0,110
Jayson Kent,SF,80.0,61
Bill Kenville,SG,74.0,61
Jonathan Kerner,C,83.0,61
Johnny Kerr,C,81.0,6
Steve Kerr,SG,73.0,80
Jack Kerris,SF,78.0,9
Jerome Kersey,SF,79.0,76
Alec Kessler,SF,83.0,12
Walker Kessler,C,86.0,22
Lari Ketner,PF,82.0,79
Braxton Key,SF,80.0,61
Randolph Keys,SF,79.0,22
Viktor Khryapa,SF,81.0,22
Jason Kidd,SG,76.0,2
Stanton Kidd,SF,78.0,61
Warren Kidd,SF,81.0,61
Michael Kidd-Gilchrist,SF,78.0,2
Irv Kiffin,SF,81.0,61
Jack Kiley,SG,73.0,43
Ernie Killum,SG,75.0,60
Carl Kilpatrick,C,82.0,368
Sean Kilpatrick,SG,76.0,61
Toby Kimball,SF,78.0,86
Bo Kimble,SG,76.0,8
Stan Kimbrough,SF,71.0,61
Chad Kinch,SG,76.0,22
Albert King,SF,78.0,10
Bernard King,SF,79.0,7
Chris King,SF,80.0,75
Dan King,SF,78.0,61
Frankie King,SG,73.0,67
George King,SG,72.0,61
George King,SF,78.0,89
Gerard King,PF,81.0,61
Jim King,SG,74.0,43
Jimmy King,SG,77.0,65
Louis King,SF,79.0,61
Maury King,SG,74.0,198
Reggie King,SF,78.0,18
Rich King,C,86.0,14
Stacey King,PF,83.0,6
Tom King,SG,72.0,61
Bob Kinney,C,78.0,61
Tarence Kinsey,SG,78.0,61
Andrei Kirilenko,SF,81.0,24
Alex Kirk,C,84.0,61
Walt Kirk,SG,75.0,61
Corey Kispert,SF,78.0,15
Doug Kistler,SF,81.0,86
Curtis Kitchen,SF,81.0,272
Greg Kite,C,83.0,21
Kerry Kittles,SG,77.0,8
Maxi Kleber,SF,82.0,61
Joe Kleine,C,84.0,6
Linas Kleiza,SF,80.0,27
Leo Klier,SG,74.0,61
Bobi Klintman,SF,81.0,67
Herm Klotz,SG,67.0,61
Duane Klueh,SG,75.0,61
Dalton Knecht,SF,78.0,17
Billy Knight,SF,78.0,51
Bob Knight,SG,74.0,61
Brandin Knight,SG,72.0,61
Brandon Knight,SG,74.0,8
Brevin Knight,SG,70.0,16
Nathan Knight,PF,80.0,61
Negele Knight,SG,73.0,61
Ron Knight,SF,79.0,196
Toby Knight,SF,81.0,62
Travis Knight,C,84.0,29
Lee Knorek,C,79.0,61
Dick Knostman,C,78.0,61
Rod Knowles,C,81.0,227
Kevin Knox II,SF,80.0,9
Kon Knueppel,SG,78.0,4
Bart Kofoed,SF,76.0,227
Don Kojis,SF,75.0,51
Tyler Kolek,SG,74.0,64
Christian Koloko,C,83.0,63
Milo Komenich,C,79.0,61
Howard Komives,SG,73.0,43
Jon Koncak,C,84.0,5
John Konchar,SG,77.0,61
Bud Koper,SG,78.0,44
Joe Kopicki,SF,81.0,116
Furkan Korkmaz,SG,79.0,26
Frank Kornet,SF,81.0,60
Luke Kornet,PF,85.0,61
Yaroslav Korolev,SF,81.0,12
Kyle Korver,SG,79.0,81
Len Kosmalski,C,83.0,54
Andy Kostecka,SF,75.0,61
Harold Kottman,C,80.0,61
Kosta Koufos,C,84.0,23
Tom Kozelko,SF,80.0,108
Arvid Kramer,C,81.0,105
Barry Kramer,SF,76.0,6
Joel Kramer,SF,79.0,123
Dan Kraus,SG,72.0,61
Herb Krautblatt,SG,73.0,61
Viacheslav Kravtsov,C,83.0,61
Jim Krebs,C,80.0,3
Vít Krejčí,SG,80.0,67
Wayne Kreklow,SG,76.0,113
Tom Kron,SG,77.0,84
Tom Kropp,SG,75.0,108
Nenad Krstic,C,84.0,24
Larry Krystkowiak,SF,81.0,58
Steve Kuberski,SF,80.0,142
Leo Kubiak,SG,71.0,61
Bruce Kuczenski,SF,82.0,119
Frank Kudelka,SG,74.0,61
John Kuester,SG,74.0,113
Ray Kuka,SF,75.0,61
Toni Kukoc,SF,83.0,59
Arnoldas Kulboka,SF,82.0,85
Jonathan Kuminga,SF,79.0,7
Kevin Kunnert,C,84.0,12
Mitch Kupchak,SF,81.0,13
Charles Kupec,C,78.0,146
Rodions Kurucs,SF,81.0,70
Rob Kurz,SF,81.0,61
Ibrahim Kutluay,SG,78.0,61
Kyle Kuzma,SF,80.0,27
Ognjen Kuzmic,C,84.0,82
Mindaugas Kuzminskas,SF,81.0,61
Fred LaCour,SG,77.0,82
Raef LaFrentz,PF,83.0,3
Tom LaGarde,C,82.0,9
Jake LaRavia,SF,79.0,19
Rusty LaRue,SG,75.0,61
Rudy LaRusso,SF,80.0,40
Zach LaVine,SG,77.0,13
Skal Labissiere,PF,82.0,28
Sam Lacey,C,82.0,5
Christian Laettner,PF,83.0,3
Oliver Lafayette,SG,74.0,61
Bill Laimbeer,C,83.0,125
Pete Lalich,SF,74.0,61
Bo Lamar,SG,73.0,104
Anthony Lamb,SF,78.0,61
Doron Lamb,SG,76.0,72
Jeremy Lamb,SG,77.0,12
John Lambert,C,82.0,15
Jeff Lamp,SG,78.0,15
Maciej Lampe,SF,83.0,60
Jim Lampley,SF,82.0,222
Sean Lampley,SF,79.0,74
Jock Landale,C,83.0,61
Carl Landry,SF,81.0,61
Marcus Landry,SF,79.0,61
Mark Landsberger,SF,80.0,65
Jerome Lane,SF,78.0,23
Andrew Lang,C,83.0,58
Antonio Lang,SF,80.0,59
James Lang,C,82.0,78
Trajan Langdon,SG,75.0,11
Keith Langford,SG,76.0,61
Romeo Langford,SG,77.0,14
Dan Langhi,SF,83.0,61
Bob Lanier,C,83.0,1
Chaz Lanier,SG,75.0,67
Stu Lantz,SG,75.0,83
Nicolas Laprovittola,SG,76.0,61
York Larese,SG,76.0,50
Shane Larkin,SG,71.0,18
Pelle Larsson,SG,77.0,74
John Laskowski,SG,78.0,62
Stephane Lasme,SF,80.0,76
Dave Lattin,SF,78.0,10
Priest Lauderdale,C,88.0,28
Rich Laurel,SG,78.0,19
Walt Lautenbach,SF,74.0,61
Joffrey Lauvergne,C,83.0,85
Tony Lavelli,SF,75.0,4
Bob Lavoy,SF,79.0,8
Acie Law,SG,75.0,11
Vic Law,SF,79.0,61
Gani Lawal,SF,81.0,76
Ed Lawrence,C,83.0,204
A.J. Lawson,SG,78.0,61
Jason Lawson,C,83.0,71
Ty Lawson,SG,71.0,18
Jake Layman,SF,80.0,77
Dennis Layton,SG,73.0,108
Caris LeVert,SG,79.0,20
T.J. Leaf,SF,82.0,18
Emanuel Leaks,C,80.0,50
Hal Lear,SG,71.0,7
Allen Leavell,SG,73.0,224
Jeff Lebo,SF,74.0,61
Eric Leckner,C,83.0,17
Jalen Lecque,SG,76.0,61
Ricky Ledo,SG,79.0,73
Butch Lee,SG,72.0,10
Clyde Lee,SF,82.0,3
Courtney Lee,SG,77.0,22
Damion Lee,SG,78.0,61
David Lee,PF,81.0,30
Doug Lee,SG,77.0,65
George Lee,SF,76.0,114
Greg Lee,SG,75.0,295
Keith Lee,SF,82.0,11
Kurk Lee,SG,75.0,61
Malcolm Lee,SG,77.0,73
Rock Lee,C,82.0,61
Ron Lee,SG,75.0,10
Russell Lee,SF,77.0,6
Saben Lee,SG,74.0,68
Ed Leede,SG,75.0,61
Hank Lefkowitz,SF,74.0,61
Tim Legler,SG,76.0,61
George Lehmann,SG,72.0,61
Walt Lemon Jr.,SG,75.0,61
Alex Len,C,84.0,5
Voshon Lenard,SG,76.0,76
Bob Leonard,SG,75.0,40
Gary Leonard,C,85.0,64
Kawhi Leonard,SF,78.0,15
Meyers Leonard,PF,84.0,11
Malevy Leons,SF,81.0,61
Jim Les,SG,71.0,130
Travis Leslie,SG,76.0,77
Ronnie Lester,SG,74.0,10
Clifford Lett,SG,75.0,61
Jon Leuer,SF,82.0,70
Andrew Levane,SF,74.0,61
Lafayette Lever,SG,75.0,11
Cliff Levingston,SF,80.0,9
Bobby Lewis,SG,75.0,129
Cedric Lewis,SF,82.0,61
Fred Lewis,SF,74.0,61
Freddie Lewis,SG,72.0,358
Grady Lewis,SF,79.0,61
Justin Lewis,SF,79.0,61
Martin Lewis,SF,78.0,80
Maxwell Lewis,SF,79.0,70
Quincy Lewis,SG,79.0,19
Ralph Lewis,SG,78.0,289
Rashard Lewis,SF,82.0,62
Reggie Lewis,SG,79.0,22
Scottie Lewis,SG,77.0,86
Kira Lewis Jr.,SG,73.0,13
Marcus Liberty,SF,80.0,72
Todd Lichti,SG,76.0,15
E.J. Liddell,SF,78.0,71
DeAndre Liggins,SG,78.0,83
Bill Ligon,SG,76.0,445
Damian Lillard,SG,74.0,6
Jeremy Lin,SG,75.0,61
Steve Lingenfelter,SF,81.0,74
Alton Lister,PF,84.0,21
Nassir Little,SF,78.0,25
Dereck Lively II,C,85.0,12
Isaiah Livers,SF,78.0,72
Chris Livingston,SF,78.0,88
Randy Livingston,SG,76.0,72
Shaun Livingston,SG,79.0,4
Ron Livingstone,C,82.0,6
Horacio Llamas,C,83.0,61
Earl Lloyd,SF,78.0,61
Lewis Lloyd,SG,78.0,166
Scott Lloyd,C,82.0,54
Bob Lochmueller,SF,77.0,7
Robert Lock,SF,81.0,111
Darrell Lockhart,SF,81.0,65
Ian Lockhart,SF,80.0,61
Kevin Loder,SF,78.0,17
Don Lofgran,SF,77.0,11
Zach Lofton,SG,76.0,61
Kenneth Lofton Jr.,SF,78.0,61
Johnny Logan,SG,74.0,61
Brad Lohaus,PF,83.0,75
Art Long,SF,81.0,61
Grant Long,SF,81.0,63
John Long,SG,77.0,59
Paul Long,SG,74.0,165
Shawn Long,SF,81.0,61
Luc Longley,C,86.0,7
Kevon Looney,SF,81.0,30
Brook Lopez,C,85.0,10
Felipe Lopez,SG,77.0,24
Raul Lopez,SG,72.0,24
Robin Lopez,C,84.0,15
Ryan Lorthridge,SG,76.0,61
Jim Loscutoff,SF,77.0,3
Plummer Lott,SF,77.0,174
Kevin Loughery,SG,75.0,41
Didi Louzada,SG,77.0,65
Bob Love,SF,80.0,123
Caleb Love,SG,75.0,61
Kevin Love,PF,82.0,5
Stan Love,SF,81.0,9
Clyde Lovellette,C,81.0,9
Lawson Lovering,C,84.0,61
Sidney Lowe,SG,72.0,55
Chuck Lowery,SG,75.0,335
Kyle Lowry,SG,72.0,24
Jordan Loyd,SG,76.0,61
Al Lucas,SF,75.0,61
Jerry Lucas,SF,80.0,61
John Lucas,SG,75.0,1
Kalin Lucas,SG,73.0,61
Maurice Lucas,SF,81.0,14
John Lucas III,SG,71.0,61
Ted Luckenbill,SF,78.0,45
Tyronn Lue,SG,72.0,23
Jim Luisi,SG,74.0,206
Al Lujack,SF,75.0,61
Phil Lumpkin,SG,72.0,64
Ray Lumpp,SG,73.0,61
Gabriel Lundberg,SG,76.0,61
Seth Lundy,SG,76.0,76
Timothe Luwawu-Cabarrot,SG,79.0,24
Tyler Lydon,SF,82.0,24
Trey Lyles,SF,81.0,12
George Lynch,SF,80.0,12
Kevin Lynch,SF,77.0,58
Mike Lynn,SF,79.0,129
Sheldon Mac,SG,78.0,61
Todd MacCulloch,C,84.0,77
Ronnie MacGilvray,SG,74.0,61
Don MacLean,SF,82.0,19
Mike Macaluso,SF,77.0,238
Ed Macauley,C,80.0,61
Scott Machado,SG,73.0,61
Arvydas Macijauskas,SG,76.0,61
Ollie Mack,SG,75.0,55
Sam Mack,SG,79.0,61
Shelvin Mack,SG,75.0,64
Malcolm Mackey,SF,81.0,27
Rudy Macklin,SF,79.0,112
Vernon Macklin,SF,82.0,82
Johnny Macknowski,SG,73.0,61
Daryl Macon,SG,75.0,61
Mark Macon,SG,76.0,8
J.P. Macura,SG,77.0,61
Kyle Macy,SG,75.0,22
Jack Maddox,SF,74.0,61
Tito Maddox,SG,76.0,67
Gerald Madkins,SG,76.0,61
Mark Madsen,SF,81.0,29
Norm Mager,SF,77.0,61
Josh Magette,SG,73.0,61
Corey Maggette,SF,78.0,13
Dave Magley,SF,80.0,58
Jamaal Magloire,C,83.0,19
Will Magnay,C,82.0,61
Ian Mahinmi,C,83.0,28
John Mahnken,C,80.0,61
Francis Mahoney,SF,74.0,61
Rick Mahorn,SF,82.0,65
Dan Majerle,SG,78.0,14
Renaldo Major,SF,79.0,61
Thon Maker,PF,84.0,10
Lionel Malamed,Unknown,,61
Theo Maledon,SG,77.0,64
Jeff Malone,SG,76.0,10
Karl Malone,SF,81.0,13
Moses Malone,C,82.0,61
Matt Maloney,SG,75.0,61
Steve Malovic,SF,82.0,329
Khaman Maluach,C,85.0,10
Sandro Mamukelashvili,PF,81.0,84
Ted Manakas,SG,74.0,96
John Mandic,SF,76.0,61
Karim Mane,SG,75.0,61
Frank Mangiapane,SG,70.0,61
Marcus Mann,SF,80.0,70
Terance Mann,SG,78.0,78
Tre Mann,SG,76.0,18
Danny Manning,PF,82.0,1
Ed Manning,SF,79.0,290
Richard Manning,C,83.0,70
Nico Mannion,SG,74.0,78
Pace Mannion,SG,79.0,73
Nick Mantis,SG,75.0,157
Pete Maravich,SG,77.0,3
Peter Maravich,SG,72.0,61
Devyn Marble,SF,78.0,86
Roy Marble,SG,78.0,23
Stephon Marbury,SG,74.0,4
Sarunas Marciulionis,SG,77.0,277
Saul Mariaschin,SG,71.0,61
Jack Marin,SF,78.0,5
Shawn Marion,SG,79.0,9
Boban Marjanovic,C,88.0,61
Lauri Markkanen,PF,85.0,7
Damir Markota,SF,82.0,89
Sean Marks,PF,82.0,74
Harvey Marlatt,SG,75.0,61
Eric Marsh,SG,75.0,375
Jim Marsh,SF,79.0,436
Donny Marshall,SF,79.0,69
Donyell Marshall,SF,81.0,4
Kendall Marshall,SG,76.0,13
Naji Marshall,SF,78.0,61
Rawle Marshall,SG,79.0,61
Tom Marshall,SF,76.0,7
Vester Marshall,SF,79.0,61
Alijah Martin,SG,74.0,69
Bill Martin,SF,79.0,56
Bob Martin,C,84.0,61
Brian Martin,SF,81.0,425
Caleb Martin,SF,77.0,61
Cartier Martin,SF,79.0,61
Cody Martin,SF,78.0,66
Cuonzo Martin,SG,78.0,87
Darrick Martin,SG,71.0,61
Don Martin,C,79.0,61
Donald Martin,SG,68.0,61
Fernando Martin,C,81.0,68
Jarell Martin,SF,82.0,25
Jaylen Martin,SG,78.0,61
Jeff Martin,SG,77.0,61
Jeremiah Martin,SG,74.0,61
KJ Martin,SF,78.0,82
Kelan Martin,SF,77.0,61
Kenyon Martin,SF,81.0,1
Kevin Martin,SG,79.0,26
Larue Martin,C,83.0,1
Mo Martin,SG,78.0,16
Phil Martin,SG,75.0,119
Ronald Martin,SG,74.0,40
Slater Martin,SG,70.0,61
Tyrese Martin,SF,78.0,81
Jahmai Mashack,SG,76.0,89
Jamal Mashburn,SF,80.0,4
Al Masino,SG,70.0,61
Anthony Mason,SF,80.0,113
Desmond Mason,SG,77.0,17
Frank Mason III,SG,71.0,64
Roger Mason Jr.,SG,77.0,60
Tony Massenburg,PF,81.0,73
Eddie Mast,SF,81.0,100
Yante Maten,SF,80.0,61
Garrison Mathews,SG,78.0,61
Mangok Mathiang,PF,82.0,61
Dakota Mathias,SG,76.0,61
Bennedict Mathurin,SG,77.0,6
Karlo Matković,PF,82.0,82
Wes Matthews,SG,73.0,14
Wesley Matthews,SG,77.0,61
Ariel Maughan,SF,76.0,61
Marlon Maxey,SF,80.0,58
Tyrese Maxey,SG,74.0,21
Jason Maxiell,SF,79.0,26
Cedric Maxwell,SF,80.0,12
Vernon Maxwell,SG,76.0,77
Don May,SF,76.0,90
Scott May,SF,78.0,2
Sean May,PF,81.0,13
Lee Mayberry,SG,73.0,23
Clyde Mayes,SF,80.0,52
Tharon Mayes,SG,75.0,61
Bill Mayfield,SF,79.0,61
Ken Mayfield,SG,74.0,110
Eric Maynor,SG,75.0,20
O.J. Mayo,SG,77.0,3
Skylar Mays,SG,75.0,80
Travis Mays,SG,74.0,14
Matt Mazza,SF,75.0,61
Chris Mañon,SG,76.0,61
Luc Mbah a Moute,SF,80.0,67
Bez Mbeng,SG,76.0,61
DJ Mbenga,C,84.0,61
Bob McAdoo,C,81.0,2
James Michael McAdoo,SF,81.0,61
Ken McBride,SF,75.0,61
Miles McBride,SG,74.0,66
Jared McCain,SG,75.0,16
Tahjere McCall,SG,77.0,61
Ray McCallum,SG,75.0,66
Bob McCann,SF,79.0,62
Brendan McCann,SG,74.0,5
Mel McCants,SF,80.0,61
Rashad McCants,SG,76.0,14
Mike McCarron,SG,71.0,61
Andre McCarter,SG,75.0,239
Willie McCarter,SG,75.0,12
Johnny McCarthy,SG,73.0,61
Howie McCarty,Unknown,,61
Kelly McCarty,SG,79.0,61
Walter McCarty,SF,82.0,19
Amal McCaskill,C,83.0,79
Patrick McCaw,SG,79.0,68
Dwayne McClain,SG,78.0,57
"Ted, Hound Dog McClain",SG,73.0,52
Dan McClintock,C,84.0,83
Jack McCloskey,SG,74.0,61
George McCloud,SF,80.0,7
Mac McClung,SG,74.0,61
CJ McCollum,SG,75.0,10
John McConathy,SF,77.0,5
Paul McConnell,SG,70.0,61
T.J. McConnell,SG,73.0,61
Keith McCord,SG,79.0,468
Tim McCormick,C,83.0,12
Jelani McCoy,SF,82.0,63
Paul McCracken,SG,76.0,61
Chris McCray,SG,77.0,61
Rodney McCray,SF,80.0,3
Scooter McCray,SF,81.0,66
Erik McCree,SF,80.0,61
Kevin McCullar Jr.,SG,78.0,86
Chris McCullough,SF,81.0,29
John McCullough,SG,76.0,175
Clint McDaniel,SG,76.0,61
Xavier McDaniel,SF,79.0,4
Jaden McDaniels,SF,81.0,28
Jalen McDaniels,SF,81.0,82
Jim McDaniels,C,83.0,53
KJ McDaniels,SG,78.0,62
Doug McDermott,SF,79.0,11
Sean McDermott,SF,78.0,61
Ben McDonald,SF,80.0,110
Glenn McDonald,SF,78.0,17
Michael McDonald,C,82.0,85
Hank McDowell,SF,81.0,222
Antonio McDyess,PF,81.0,2
Jim McElroy,SG,75.0,98
Ivan McFarlin,SF,79.0,61
Mel McGaha,SG,73.0,61
Mitch McGary,SF,82.0,21
JaVale McGee,PF,84.0,18
Mike McGee,SF,77.0,19
Bill McGill,C,81.0,1
George McGinnis,SF,80.0,52
Jon McGlocklin,SG,77.0,84
Bryce McGowens,SG,78.0,70
Tracy McGrady,SG,80.0,9
Gil McGregor,SF,80.0,239
Cameron McGriff,SF,79.0,61
Rodney McGruder,SG,76.0,61
Al McGuire,SG,74.0,205
Allie McGuire,SG,75.0,109
Dick McGuire,SG,72.0,7
Dominic McGuire,SF,81.0,77
Kevin McHale,SF,82.0,3
Jim McIlvaine,C,85.0,62
Jeff McInnis,SG,76.0,67
Kenny McIntosh,SF,79.0,15
Kevin McKenna,SF,77.0,178
Forrest McKenzie,SF,79.0,108
Stan McKenzie,SF,77.0,394
Derrick McKey,SF,82.0,9
Aaron McKie,SG,77.0,17
Billy McKinney,SG,72.0,265
Carlton McKinney,SF,76.0,61
Horace McKinney,SF,78.0,61
Trey McKinney-Jones,SG,77.0,61
Alfonzo McKinnie,SF,79.0,61
JaQuori McLaughlin,SG,76.0,61
Jordan McLaughlin,SG,71.0,61
Ben McLemore,SG,75.0,7
Mccoy McLemore,SF,79.0,83
George McLeod,SF,77.0,61
Keith McLeod,SG,74.0,61
Roshown McLeod,SF,80.0,20
Jack McMahon,SG,73.0,61
Nate McMillan,SG,77.0,60
Tom McMillen,SF,83.0,9
Jim McMillian,SF,77.0,13
Shellie McMillon,SF,77.0,192
Mal McMullan,Unknown,,61
Chet McNabb,Unknown,,61
Mark McNamara,C,83.0,22
Joe McNamee,C,78.0,9
Jerel McNeal,SG,75.0,61
Chris McNealy,SF,79.0,68
Liam McNeeley,SF,79.0,29
Bob McNeill,SG,73.0,79
Larry McNeill,SF,81.0,55
Carl McNulty,SG,75.0,61
Paul McPherson,SG,76.0,61
Cozell McQueen,SF,83.0,181
Jordan McRae,SG,77.0,88
Thales McReynolds,SG,75.0,382
Josh McRoberts,SF,82.0,67
Jack McVeigh,SG,80.0,61
Eric McWilliams,SF,80.0,97
George Mearns,SF,75.0,61
Slava Medvedenko,SF,82.0,61
Darnell Mee,SG,77.0,64
Jodie Meeks,SG,76.0,71
Cliff Meely,SF,80.0,7
Scott Meents,SF,82.0,164
Dick Mehen,SF,77.0,61
Don Meineke,SF,79.0,61
Carl Meinhold,SG,74.0,61
Salah Mejri,C,86.0,61
Gal Mekel,SG,75.0,61
Bill Melchionni,SG,73.0,49
Gary Melchionni,SG,74.0,63
Nicolo Melli,SF,81.0,61
Fab Melo,C,84.0,22
De'Anthony Melton,SG,74.0,76
Ed Melvin,SF,69.0,61
Dean Meminger,SG,73.0,16
Chuck Mencel,SG,72.0,42
John Mengelt,SG,74.0,51
Ken Menke,SG,72.0,61
Nathan Mensah,C,81.0,61
Pops Mensah-Bonsu,SF,82.0,61
Ron Mercer,SF,79.0,6
Joe Meriweather,C,82.0,11
Porter Meriwether,SG,74.0,81
Sam Merrill,SG,76.0,90
Tom Meschery,SF,78.0,7
Chimezie Metu,PF,82.0,79
Loren Meyer,PF,82.0,24
Dave Meyers,SF,81.0,2
Stan Miasek,SF,77.0,61
Larry Micheaux,SF,81.0,59
Vasilije Micic,SG,75.0,82
Jordan Mickey,PF,80.0,63
Khris Middleton,SF,79.0,69
Zigmund Mihalik,SG,72.0,61
Chris Mihm,C,84.0,7
Eric Mika,PF,82.0,61
Ed Mikan,C,80.0,5
George Mikan,C,82.0,61
Larry Mikan,SF,79.0,154
Vern Mikkelsen,SF,79.0,61
Al Miksis,C,79.0,61
Aaron Miles,SG,73.0,61
CJ Miles,SF,78.0,64
Darius Miles,SF,81.0,3
Eddie Miles,SG,76.0,4
Marko Milic,SF,78.0,63
Darko Milicic,C,84.0,2
Nat Militzok,Unknown,,61
Andre Miller,SG,75.0,8
Anthony Miller,SF,81.0,69
Bill Miller,Unknown,,61
Bob Miller,SF,82.0,175
Brad Miller,PF,84.0,61
Brandon Miller,SF,79.0,2
Darius Miller,SF,78.0,76
Dick Miller,SF,78.0,70
Eddie Miller,SF,80.0,61
Emanuel Miller,SF,77.0,61
Harry Miller,C,76.0,61
Jay Miller,SF,77.0,61
Jordan Miller,SG,77.0,78
Leonard Miller,SF,82.0,63
Malcolm Miller,SG,79.0,61
Mike Miller,SG,80.0,5
Oliver Miller,C,81.0,22
Quincy Miller,SF,81.0,68
Reggie Miller,SG,79.0,11
Walt Miller,SF,74.0,61
Chris Mills,SF,79.0,22
John Mills,C,80.0,61
Patty Mills,SG,74.0,85
Terry Mills,PF,82.0,16
Elijah Millsap,SG,79.0,61
Paul Millsap,SF,79.0,77
Shake Milton,SG,77.0,84
Justin Minaya,SF,77.0,61
Harold Miner,SG,77.0,12
Riley Minix,SF,79.0,61
Dirk Minniefield,SG,75.0,63
Dave Minor,SG,74.0,61
Greg Minor,SG,78.0,25
Mark Minor,SF,78.0,465
Josh Minott,SF,80.0,75
Nikola Mirotic,SF,82.0,23
Wat Misaka,SG,67.0,61
Jason Miskiri,SG,74.0,61
Yves Missi,C,83.0,21
Ajay Mitchell,SG,76.0,68
Davion Mitchell,SG,72.0,9
Donovan Mitchell,SG,74.0,13
Mike Mitchell,SF,79.0,15
Murray Mitchell,C,78.0,61
Sam Mitchell,SF,79.0,114
Todd Mitchell,SF,79.0,73
Tony Mitchell,SF,78.0,61
Tony Mitchell,SF,80.0,67
Naz Mitrou-Long,SG,75.0,61
Steve Mix,SF,79.0,181
Bill Mlkvy,SF,76.0,61
Cuttino Mobley,SG,76.0,71
Eric Mobley,C,83.0,18
Evan Mobley,C,83.0,3
Isaiah Mobley,SF,80.0,79
Larry Moffett,SF,80.0,64
Jonathan Mogbo,SF,81.0,61
Leo Mogus,SF,76.0,61
Nazr Mohammed,C,82.0,29
Jerome Moiso,SF,82.0,11
Paul Mokeski,C,84.0,72
Adam Mokoka,SG,76.0,61
Jack Molinas,SF,78.0,3
Wayne Molis,SF,80.0,345
Sidney Moncrief,SG,76.0,5
Chima Moneke,SF,77.0,61
Eric Money,SG,72.0,63
Sergei Monia,SF,80.0,23
Malik Monk,SG,75.0,11
Earl Monroe,SG,75.0,2
Greg Monroe,PF,82.0,7
Rodney Monroe,SG,75.0,60
Luis Montero,SG,79.0,61
Howie Montgomery,SF,76.0,239
Eric Montross,C,84.0,9
Moses Moody,SG,77.0,14
Jamario Moon,SF,80.0,61
Xavier Moon,SG,72.0,61
Jim Mooney,SF,77.0,61
Matt Mooney,SG,74.0,61
Andre Moore,SF,81.0,61
Ben Moore,SF,80.0,61
E'Twaun Moore,SG,75.0,85
Jackie Moore,SF,77.0,61
Johnny Moore,SG,73.0,73
Lowes Moore,SG,73.0,112
Mikki Moore,PF,84.0,61
Otto Moore,C,83.0,6
Ron Moore,C,84.0,55
Taze Moore,SG,77.0,61
Tracy Moore,SG,76.0,61
Wendell Moore Jr.,SG,77.0,26
Alex Morales,SG,78.0,61
Ja Morant,SG,74.0,2
Eric Moreland,PF,82.0,61
Jackie Moreland,SF,79.0,4
Guy Morgan,SG,80.0,70
Juwan Morgan,SF,79.0,61
Rex Morgan,SG,77.0,51
Elmo Morgenthaler,C,81.0,61
Darren Morningstar,C,82.0,77
Chris Morris,SF,80.0,4
Darius Morris,SG,76.0,71
Isaiah Morris,SF,80.0,67
Jaylen Morris,SG,77.0,61
Markieff Morris,SF,81.0,13
Max Morris,SF,74.0,61
Monte Morris,SG,74.0,81
Randolph Morris,C,83.0,61
Terence Morris,SF,81.0,63
Marcus Morris Sr.,SF,80.0,14
Adam Morrison,SF,80.0,3
Dwight Morrison,SF,80.0,44
Mike Morrison,SG,76.0,81
Anthony Morrow,SG,77.0,61
Dwayne Morton,SG,79.0,75
John Morton,SF,75.0,25
Richard Morton,SF,75.0,61
Glenn Mosley,SF,80.0,20
Perry Moss,SG,74.0,129
Lawrence Moten,SG,77.0,66
Donatas Motiejunas,PF,84.0,20
Johnathan Motley,SF,80.0,61
Hanno Mottola,PF,83.0,70
Arnett Moultrie,SF,82.0,27
Alonzo Mourning,C,82.0,2
Timofey Mozgov,C,85.0,61
Chuck Mrazovich,SF,77.0,61
Emmanuel Mudiay,SG,75.0,7
Erwin Mueller,SF,80.0,50
Shabazz Muhammad,SG,78.0,14
Mychal Mulder,SG,75.0,61
Joe Mullaney,SG,72.0,61
Bob Mullens,Unknown,,61
Byron Mullens,C,84.0,24
Chris Mullin,SF,79.0,7
Jeff Mullins,SG,76.0,5
Todd Mundt,C,84.0,61
Xavier Munford,SG,76.0,61
Chris Munk,SF,81.0,61
George Munroe,SG,71.0,61
