PLAYER_NAME,USG_PCT,AST_PCT,REB_PCT,OREB_PCT,DREB_PCT,TS_PCT,E_TOV_PCT,PACE,MIN_TOTAL,GP,CLUSTER,ARCHETYPE,DIST_TO_CENTROID
Gordan Giricek,0.21166666666666667,0.12733333333333333,0.052,0.019333333333333334,0.08600000000000001,0.5063333333333334,10.566666666666668,91.23,4651.0,191,2,Ball-Dominant Playmaker,1.5112825716240341
Grant Hill,0.2425,0.1535,0.07050000000000001,0.03,0.1115,0.5585,9.9,94.35,2958.2,88,2,Ball-Dominant Playmaker,2.0459237552508323
Greg Buckner,0.12633333333333333,0.11733333333333333,0.06899999999999999,0.034666666666666665,0.10233333333333333,0.5443333333333333,10.200000000000001,94.83999999999999,3977.9,196,0,3-and-D / Role Player,1.4210106876964028
Greg Ostertag,0.113,0.104,0.14333333333333334,0.103,0.18366666666666664,0.48033333333333333,15.533333333333333,90.95666666666666,3517.2000000000003,194,3,Glass Anchor / Traditional Center,1.5408699613259735
Hedo Turkoglu,0.20666666666666667,0.13899999999999998,0.07333333333333333,0.029666666666666664,0.11533333333333333,0.5419999999999999,9.9,92.77999999999999,6461.8,225,2,Ball-Dominant Playmaker,1.6953085029393355
Horace Grant,0.113,0.098,0.108,0.07,0.151,0.45,8.3,92.33,1111.0,55,3,Glass Anchor / Traditional Center,2.579035664937934
Howard Eisley,0.171,0.301,0.04133333333333333,0.011000000000000001,0.072,0.4613333333333333,11.833333333333334,93.14999999999999,3282.4,173,2,Ball-Dominant Playmaker,1.616293274645652
Ike Diogu,0.204,0.051,0.112,0.089,0.136,0.596,15.1,95.24,1028.1000000000001,69,1,Scoring Big / Power Forward,2.2991461336711456
Ira Newble,0.11533333333333333,0.06766666666666667,0.06733333333333334,0.052333333333333336,0.083,0.4286666666666667,12.333333333333334,93.18666666666667,3428.6,174,0,3-and-D / Role Player,2.0565535816006544
JR Smith,0.2205,0.122,0.0505,0.02,0.0835,0.4965,10.25,90.975,2852.0,131,2,Ball-Dominant Playmaker,1.6902703975080826
Jabari Smith,0.181,0.1165,0.0885,0.052,0.128,0.444,11.45,96.70500000000001,818.5,76,0,3-and-D / Role Player,1.872927046147255
Jackson Vroman,0.1535,0.0685,0.1215,0.0875,0.15899999999999997,0.4425,18.45,92.52,1114.3,87,3,Glass Anchor / Traditional Center,1.9611752855683129
Jacque Vaughn,0.13366666666666668,0.20233333333333334,0.041666666666666664,0.012000000000000002,0.07133333333333335,0.4796666666666667,12.233333333333334,93.28666666666668,3894.5,222,0,3-and-D / Role Player,1.7850744722023357
Jahidi White,0.1745,0.012,0.1365,0.095,0.178,0.482,19.45,94.565,1000.6,79,3,Glass Anchor / Traditional Center,2.1975644364890212
Jake Tsakalidis,0.14933333333333335,0.04833333333333333,0.12933333333333333,0.09100000000000001,0.16766666666666666,0.5686666666666667,13.200000000000001,91.42999999999999,1548.5,122,3,Glass Anchor / Traditional Center,1.4574294737333378
Jake Voskuhl,0.1376666666666667,0.066,0.11333333333333333,0.07666666666666666,0.152,0.525,13.966666666666667,96.68,2774.2,155,3,Glass Anchor / Traditional Center,2.1818753066410173
Jalen Rose,0.231,0.17800000000000002,0.05433333333333334,0.015,0.09499999999999999,0.5283333333333333,11.299999999999999,93.17,7208.1,219,2,Ball-Dominant Playmaker,1.0427530745951754
Jamaal Magloire,0.19833333333333333,0.05566666666666666,0.15766666666666665,0.09933333333333333,0.21933333333333335,0.5083333333333333,16.099999999999998,90.25333333333333,5970.5,187,3,Glass Anchor / Traditional Center,2.1875530388443964
Jamaal Tinsley,0.21466666666666667,0.3473333333333333,0.058666666666666666,0.02466666666666667,0.09233333333333334,0.5056666666666667,13.9,91.79333333333334,3799.3999999999996,134,2,Ball-Dominant Playmaker,1.5633288671944416
Jamal Crawford,0.2273333333333333,0.224,0.04666666666666667,0.013999999999999999,0.08066666666666666,0.517,10.033333333333333,93.29333333333334,8055.7,229,2,Ball-Dominant Playmaker,0.7977288500782281
