PLAYER_NAME,SEASON,CLUSTER,ARCHETYPE,DIST_TO_CENTROID,UMAP_1,UMAP_2,USG_PCT,AST_PCT,REB_PCT,OREB_PCT,DREB_PCT,TS_PCT,E_TOV_PCT,PACE
Rafer Alston,2004-05,4,Cluster 4,1.2303360382986288,-0.08193352,0.8295511,0.208,0.314,0.052,0.015,0.09,0.522,9.6,95.2
Raja Bell,2004-05,2,Cluster 2,1.306977043353302,1.7736431,2.5347502,0.205,0.092,0.06,0.028,0.095,0.527,8.7,90.85
Rashard Lewis,2004-05,2,Cluster 2,2.1679273999039435,1.8833716,2.2871535,0.237,0.064,0.075,0.042,0.108,0.571,8.2,90.08
Rasheed Wallace,2004-05,1,Cluster 1,1.922356483010401,7.305406,4.3969436,0.22,0.094,0.123,0.067,0.177,0.499,9.0,88.68
Rasho Nesterovic,2004-05,5,Cluster 5,1.8030481822463678,6.864196,5.421487,0.132,0.061,0.133,0.11,0.155,0.463,12.4,90.73
Rasual Butler,2004-05,2,Cluster 2,1.3269177533687961,2.4611876,3.6641338,0.175,0.085,0.062,0.013,0.108,0.488,7.0,92.69
Raul Lopez,2004-05,0,Cluster 0,2.3146869286080913,-0.52931064,1.6453032,0.175,0.363,0.043,0.015,0.07,0.538,14.7,92.31
Ray Allen,2004-05,4,Cluster 4,1.9852273459795624,1.5813782,1.5005941,0.27,0.176,0.059,0.026,0.093,0.555,8.0,90.28
Reggie Evans,2004-05,5,Cluster 5,3.6003579135906203,7.082027,6.1117887,0.118,0.046,0.206,0.137,0.28,0.512,19.3,88.29
Shawn Marion,2004-05,1,Cluster 1,2.5463045779008593,4.73747,3.8441513,0.208,0.072,0.139,0.076,0.197,0.556,7.4,98.32
Speedy Claxton,2004-05,4,Cluster 4,1.6786119274174733,-0.32675904,0.9391265,0.197,0.33,0.049,0.019,0.084,0.493,9.8,95.17
Stephen Jackson,2004-05,4,Cluster 4,2.353750065405913,1.7133311,1.6316191,0.27,0.133,0.074,0.026,0.12,0.518,10.6,89.67
Trevor Ariza,2004-05,3,Cluster 3,0.9166448739714984,5.2707705,3.6922164,0.175,0.101,0.091,0.067,0.114,0.503,11.7,93.37
Josh Howard,2004-05,3,Cluster 3,1.3940511569287455,4.519736,3.5585246,0.182,0.069,0.099,0.071,0.125,0.535,10.8,95.0
Tyronn Lue,2004-05,4,Cluster 4,1.7806148288897858,0.5054569,2.0437012,0.187,0.275,0.039,0.007,0.073,0.542,9.1,91.68
Tyson Chandler,2004-05,5,Cluster 5,1.7521283191440766,6.667113,6.313367,0.137,0.049,0.171,0.117,0.224,0.565,15.7,95.01
Udonis Haslem,2004-05,5,Cluster 5,1.558648187917519,6.9639125,5.714267,0.146,0.061,0.142,0.098,0.182,0.588,11.8,92.16
Viktor Khryapa,2004-05,3,Cluster 3,1.7089389811801003,5.000492,5.167734,0.148,0.08,0.101,0.053,0.147,0.474,16.5,95.35
Vince Carter,2004-05,4,Cluster 4,1.8664351180500773,1.534838,1.0974047,0.305,0.234,0.072,0.037,0.11,0.541,7.5,92.74
Vladimir Radmanovic,2004-05,2,Cluster 2,1.2420096761775605,2.3845632,2.7530684,0.188,0.076,0.082,0.03,0.133,0.534,9.3,91.65
Voshon Lenard,2004-05,2,Cluster 2,4.509453030687868,3.0413811,1.6700599,0.221,0.15,0.055,0.0,0.128,0.491,5.3,103.65
Wally Szczerbiak,2004-05,2,Cluster 2,1.642399113325445,2.069051,2.286928,0.209,0.125,0.06,0.034,0.084,0.595,9.6,91.82
Wesley Person,2004-05,2,Cluster 2,2.034718045494651,2.972498,2.314956,0.162,0.094,0.06,0.004,0.117,0.57,5.9,96.81
Willie Green,2004-05,0,Cluster 0,2.25709931535512,4.100005,2.1130655,0.226,0.172,0.062,0.02,0.106,0.457,11.5,96.97
Yao Ming,2004-05,1,Cluster 1,2.2078745360336924,7.620492,4.107581,0.261,0.048,0.143,0.091,0.193,0.614,13.5,91.61
Zach Randolph,2004-05,1,Cluster 1,1.467351162591519,7.6332026,3.8207943,0.273,0.107,0.138,0.089,0.187,0.511,10.7,90.85
Zaza Pachulia,2004-05,5,Cluster 5,0.8956001936111563,7.087595,5.4612727,0.166,0.071,0.145,0.101,0.189,0.526,12.4,91.5
Zeljko Rebraca,2004-05,3,Cluster 3,2.5954789556673012,6.004432,4.7375603,0.16,0.049,0.103,0.058,0.143,0.625,14.1,90.38
Troy Hudson,2004-05,0,Cluster 0,1.7675159491190948,0.19652301,2.302218,0.214,0.265,0.031,0.012,0.049,0.491,10.3,90.93
Trenton Hassell,2004-05,2,Cluster 2,1.8958819443427573,1.9752322,3.543005,0.13,0.097,0.054,0.04,0.067,0.515,8.9,90.45
Stephon Marbury,2004-05,4,Cluster 4,1.583637821078268,0.34700945,1.1732177,0.243,0.344,0.039,0.015,0.064,0.575,9.5,93.18
Travis Best,2004-05,0,Cluster 0,1.6262404153533163,0.716198,2.6562681,0.18,0.183,0.039,0.013,0.066,0.508,9.4,91.64
Steve Francis,2004-05,4,Cluster 4,1.9302797520902566,1.0386322,0.7736315,0.28,0.315,0.076,0.044,0.107,0.521,12.9,96.42
Steve Nash,2004-05,4,Cluster 4,3.268388600894733,-0.1619819,1.1941441,0.201,0.46,0.047,0.023,0.069,0.606,11.8,97.79
Stromile Swift,2004-05,1,Cluster 1,1.6451989643973635,5.9681396,3.6544287,0.244,0.063,0.111,0.077,0.144,0.517,12.5,91.87
Tayshaun Prince,2004-05,2,Cluster 2,2.0821952999905013,1.9836549,2.8038268,0.185,0.14,0.073,0.045,0.1,0.556,9.2,88.79
Theo Ratliff,2004-05,3,Cluster 3,2.268378733580725,4.4594316,5.544423,0.098,0.03,0.098,0.068,0.127,0.5,14.2,89.18
Theron Smith,2004-05,3,Cluster 3,2.939111899271058,4.5681267,4.872764,0.146,0.094,0.111,0.069,0.159,0.367,13.6,95.39
Tim Duncan,2004-05,1,Cluster 1,2.6745126324031583,7.7582045,3.9048882,0.289,0.151,0.174,0.099,0.244,0.54,8.2,89.77
Tim Thomas,2004-05,2,Cluster 2,1.1074019648534064,2.9832158,2.1879067,0.211,0.093,0.064,0.024,0.105,0.536,11.1,93.63
Tom Gugliotta,2004-05,3,Cluster 3,1.3123335508785359,5.1150007,5.0036845,0.148,0.115,0.105,0.06,0.153,0.46,14.8,94.27
Toni Kukoc,2004-05,0,Cluster 0,1.7739079204091064,-0.73889554,2.237565,0.143,0.228,0.075,0.03,0.118,0.523,12.6,93.64
Tony Allen,2004-05,3,Cluster 3,2.147799412772403,4.8428645,3.699322,0.183,0.08,0.09,0.07,0.11,0.542,12.9,97.74
Tony Battie,2004-05,3,Cluster 3,2.155939050280273,5.152232,5.4296813,0.11,0.033,0.118,0.058,0.175,0.498,15.6,95.99
Tony Delk,2004-05,2,Cluster 2,1.6729519632251666,2.4829323,1.842657,0.228,0.138,0.05,0.02,0.084,0.512,6.7,95.24
Tony Parker,2004-05,4,Cluster 4,1.503635036878344,0.5570683,1.3588798,0.247,0.323,0.056,0.018,0.095,0.528,10.9,90.73
Tracy McGrady,2004-05,4,Cluster 4,2.250778999387546,1.28907,1.1674955,0.304,0.276,0.078,0.023,0.131,0.526,7.9,90.73
Paul Pierce,2004-05,4,Cluster 4,2.03358965657943,2.3319607,1.195305,0.261,0.197,0.094,0.028,0.154,0.583,11.0,95.17
Troy Murphy,2004-05,1,Cluster 1,1.896109503372272,7.8077073,4.8221827,0.218,0.068,0.153,0.097,0.215,0.495,8.4,95.52
P.J. Brown,2004-05,1,Cluster 1,2.0282249108564265,7.519682,5.1466327,0.157,0.109,0.134,0.092,0.18,0.512,8.8,89.74
Leandro Barbosa,2004-05,4,Cluster 4,3.3578605785544497,-0.6014211,0.60777193,0.184,0.187,0.056,0.029,0.08,0.575,14.6,100.15
Kurt Thomas,2004-05,1,Cluster 1,2.29743909806387,7.857889,4.89263,0.164,0.09,0.151,0.061,0.245,0.488,8.3,93.37
Kwame Brown,2004-05,3,Cluster 3,1.4132431285764855,5.447891,5.166654,0.175,0.074,0.113,0.078,0.15,0.497,16.8,94.06
Kyle Korver,2004-05,2,Cluster 2,2.2681951301759966,3.4877732,1.7208687,0.144,0.108,0.071,0.015,0.127,0.588,9.7,97.88
Lamar Odom,2004-05,1,Cluster 1,1.4124423631520884,7.4490743,4.399045,0.208,0.182,0.139,0.059,0.215,0.539,12.3,92.38
Larry Hughes,2004-05,4,Cluster 4,1.606746037220514,2.376906,0.86139125,0.261,0.214,0.08,0.03,0.131,0.523,8.9,96.3
Latrell Sprewell,2004-05,2,Cluster 2,1.5712205608542007,1.069811,3.0228295,0.217,0.119,0.052,0.028,0.075,0.489,9.4,91.84
LeBron James,2004-05,4,Cluster 4,2.2785767723903487,1.1666163,1.0030935,0.292,0.324,0.089,0.033,0.147,0.554,9.3,91.02
Lee Nailon,2004-05,2,Cluster 2,2.323259771823412,1.9853147,2.2992682,0.238,0.11,0.076,0.062,0.092,0.511,9.5,89.68
Marcus Camby,2004-05,1,Cluster 1,2.2490153469343492,7.862966,4.7093987,0.174,0.119,0.168,0.07,0.257,0.505,11.1,93.86
Loren Woods,2004-05,5,Cluster 5,1.6824498743228558,6.277091,5.907571,0.143,0.038,0.154,0.105,0.21,0.463,15.2,94.68
Lorenzen Wright,2004-05,1,Cluster 1,1.8493870855027756,7.6605253,5.0296426,0.179,0.066,0.143,0.082,0.205,0.501,10.4,89.58
Lucious Harris,2004-05,2,Cluster 2,1.7858013179159447,2.2355123,3.7800367,0.14,0.073,0.053,0.033,0.074,0.475,7.1,92.48
Luke Ridnour,2004-05,0,Cluster 0,1.8551697860103862,0.02752844,2.3592155,0.17,0.304,0.042,0.022,0.063,0.504,10.3,89.75
Luol Deng,2004-05,3,Cluster 3,1.6266688603807768,5.163531,3.0552518,0.221,0.141,0.096,0.057,0.133,0.496,12.2,94.85
Malik Rose,2004-05,3,Cluster 3,1.2528788550515149,6.2479143,4.891737,0.192,0.07,0.12,0.091,0.149,0.511,14.9,92.03
Manu Ginobili,2004-05,4,Cluster 4,1.9468000103649965,2.1770086,1.3929453,0.235,0.217,0.078,0.037,0.118,0.609,12.0,91.63
Kobe Bryant,2004-05,4,Cluster 4,1.856620114429729,1.1312915,0.85086036,0.312,0.287,0.072,0.035,0.109,0.563,11.8,92.79
Kirk Hinrich,2004-05,4,Cluster 4,1.3023947590677312,0.07128977,0.9707082,0.221,0.318,0.054,0.011,0.097,0.495,9.3,93.77
Keyon Dooling,2004-05,0,Cluster 0,1.255102996810795,0.38537377,2.844232,0.18,0.187,0.039,0.01,0.065,0.486,11.0,90.78
Kevin Garnett,2004-05,1,Cluster 1,3.0600998022997548,7.784984,4.0236354,0.268,0.264,0.181,0.083,0.272,0.567,9.7,91.42
Othella Harrington,2004-05,3,Cluster 3,1.443668203803477,5.5873184,3.8231962,0.204,0.077,0.114,0.083,0.146,0.559,13.1,93.84
Josh Smith,2004-05,3,Cluster 3,0.9283569662557085,5.2998147,4.822442,0.178,0.1,0.114,0.071,0.159,0.506,13.9,94.81
Juan Dixon,2004-05,4,Cluster 4,1.1386631541390182,2.4323783,0.8335838,0.228,0.19,0.056,0.029,0.085,0.518,10.2,95.59
Jumaine Jones,2004-05,2,Cluster 2,2.2670344481181157,4.053994,4.2514105,0.139,0.057,0.107,0.058,0.156,0.556,7.7,92.11
Junior Harrington,2004-05,0,Cluster 0,1.8355476952380207,-0.2636757,3.067102,0.204,0.23,0.06,0.024,0.097,0.421,13.8,88.97
Juwan Howard,2004-05,3,Cluster 3,1.580511177885686,6.101572,4.021548,0.19,0.1,0.112,0.083,0.14,0.494,10.3,90.88
Kareem Rush,2004-05,2,Cluster 2,1.689382645409431,1.2172796,3.2593026,0.215,0.121,0.046,0.019,0.075,0.471,8.7,94.14
Keith Bogans,2004-05,0,Cluster 0,1.9376382108343375,4.2015066,2.3893833,0.213,0.124,0.064,0.04,0.09,0.465,11.9,95.44
Keith Van Horn,2004-05,1,Cluster 1,1.6688519943478657,4.703097,3.3815463,0.212,0.085,0.1,0.06,0.141,0.55,10.3,94.29
Kelvin Cato,2004-05,5,Cluster 5,2.716188310191185,5.6967177,5.839068,0.122,0.039,0.136,0.07,0.197,0.6,13.8,96.87
Kendall Gill,2004-05,2,Cluster 2,1.4889950881773069,2.397896,3.7441478,0.155,0.159,0.068,0.037,0.106,0.479,7.2,92.52
Kenny Anderson,2004-05,0,Cluster 0,1.282532467691681,-1.1226274,2.587435,0.155,0.22,0.063,0.031,0.1,0.467,13.3,95.07
Kenny Thomas,2004-05,1,Cluster 1,1.4470438242849324,5.3198876,3.6081214,0.205,0.118,0.125,0.083,0.168,0.515,11.3,95.57
Kenyon Martin,2004-05,1,Cluster 1,1.1642172868747291,5.445733,3.355108,0.232,0.131,0.116,0.068,0.163,0.521,10.9,94.34
Kerry Kittles,2004-05,2,Cluster 2,2.2924067069045284,2.37505,3.8544874,0.153,0.13,0.067,0.004,0.132,0.446,6.7,92.14
Marc Jackson,2004-05,3,Cluster 3,2.546073418129344,4.817611,3.4540284,0.223,0.074,0.102,0.092,0.113,0.548,11.9,97.59
Keith McLeod,2004-05,0,Cluster 0,1.1766588754545009,-0.4348684,2.9545655,0.188,0.282,0.044,0.015,0.074,0.44,12.3,90.48
Marcus Fizer,2004-05,3,Cluster 3,1.908218181991108,6.427589,4.2886324,0.21,0.128,0.107,0.035,0.179,0.498,13.6,90.97
Michael Sweetney,2004-05,5,Cluster 5,1.7295412989228904,6.767365,6.0952353,0.197,0.05,0.147,0.118,0.177,0.592,15.4,92.51
Mike Bibby,2004-05,4,Cluster 4,1.0064736453678442,0.13587552,0.6936195,0.234,0.277,0.053,0.025,0.08,0.543,9.3,95.87
Mike Dunleavy,2004-05,2,Cluster 2,1.2485715658247425,3.4003413,2.3200045,0.189,0.127,0.082,0.035,0.131,0.539,10.0,95.73
Mike James,2004-05,4,Cluster 4,0.943843462145435,0.6496217,1.6269623,0.226,0.253,0.056,0.019,0.093,0.534,9.0,92.03
Mike Miller,2004-05,2,Cluster 2,2.186193277929061,2.0113862,2.191352,0.193,0.169,0.069,0.017,0.118,0.614,10.8,91.16
Mikki Moore,2004-05,3,Cluster 3,1.5505487516666332,5.981359,5.0510097,0.162,0.07,0.112,0.092,0.13,0.571,13.8,91.92
Milt Palacio,2004-05,0,Cluster 0,1.2746761824837243,-0.6931642,1.6614759,0.167,0.296,0.045,0.018,0.072,0.507,12.3,93.33
Mo Williams,2004-05,0,Cluster 0,1.6661632412800664,-0.7461237,1.514791,0.197,0.339,0.055,0.022,0.089,0.504,13.2,93.76
Morris Peterson,2004-05,2,Cluster 2,0.7782912358796492,3.070697,2.492736,0.184,0.11,0.069,0.029,0.109,0.543,7.7,95.15
Nazr Mohammed,2004-05,5,Cluster 5,1.2332360682753973,6.99596,5.7583733,0.186,0.029,0.152,0.126,0.18,0.521,12.8,93.23
Ndudi Ebi,2004-05,1,Cluster 1,1.440498167111523,7.643177,4.4861436,0.224,0.033,0.142,0.102,0.185,0.541,10.4,90.39
Nene,2004-05,3,Cluster 3,1.884284454968381,5.335539,4.715724,0.19,0.103,0.125,0.081,0.168,0.551,14.3,96.23
Nick Collison,2004-05,5,Cluster 5,1.4071250844353569,7.1066113,5.5760174,0.15,0.04,0.137,0.113,0.161,0.569,12.4,90.89
Nick Van Exel,2004-05,0,Cluster 0,1.2738138658936227,0.26175714,2.6735685,0.192,0.231,0.05,0.013,0.087,0.494,10.1,91.0
Mark Blount,2004-05,3,Cluster 3,1.7408872273876264,5.309231,4.9185987,0.178,0.098,0.096,0.072,0.118,0.559,16.2,95.04
Obinna Ekezie,2004-05,5,Cluster 5,1.1991405666631187,5.968792,5.4988546,0.165,0.023,0.13,0.1,0.161,0.516,16.1,92.9
Mickael Pietrus,2004-05,2,Cluster 2,1.8025522657089974,3.0121365,1.2327237,0.223,0.105,0.069,0.046,0.092,0.539,12.0,95.95
Nenad Krstic,2004-05,3,Cluster 3,1.3453486135240589,6.101905,4.0776124,0.188,0.067,0.107,0.084,0.131,0.547,12.9,91.07
Michael Ruffin,2004-05,5,Cluster 5,3.3965762854984685,5.304081,6.1320744,0.059,0.074,0.133,0.12,0.148,0.432,18.6,94.72
Maurice Evans,2004-05,2,Cluster 2,1.7551715348816683,3.459585,2.9927478,0.156,0.056,0.081,0.07,0.093,0.511,7.0,95.06
Michael Redd,2004-05,4,Cluster 4,2.078734050183381,1.75285,1.4891236,0.269,0.112,0.056,0.025,0.087,0.536,7.0,93.16
Marko Jaric,2004-05,0,Cluster 0,1.219530988046901,-0.39513057,2.3298054,0.164,0.287,0.053,0.014,0.089,0.5,11.0,91.61
Matt Barnes,2004-05,3,Cluster 3,1.7801360923044371,4.846027,5.152305,0.136,0.113,0.095,0.069,0.123,0.465,16.2,95.3
Matt Carroll,2004-05,2,Cluster 2,2.816454764130125,3.1153169,1.5078022,0.237,0.07,0.068,0.029,0.109,0.517,9.7,99.79
Matt Freije,2004-05,0,Cluster 0,3.044305388375289,-0.6019071,3.9072106,0.157,0.079,0.073,0.037,0.114,0.356,10.1,90.29
Matt Harpring,2004-05,3,Cluster 3,1.8111595370499864,6.2346654,3.7746322,0.198,0.097,0.102,0.081,0.125,0.549,10.5,90.7
Matt Bonner,2004-05,2,Cluster 2,2.1991725923522325,4.0886135,3.814315,0.153,0.054,0.093,0.069,0.118,0.596,6.9,94.8
Marquis Daniels,2004-05,2,Cluster 2,1.8008789530216558,4.255901,2.5757346,0.199,0.153,0.075,0.06,0.092,0.484,11.1,95.35
Mehmet Okur,2004-05,1,Cluster 1,1.1905363017659982,7.740184,4.399087,0.208,0.132,0.144,0.088,0.202,0.569,11.4,90.83
Melvin Ely,2004-05,3,Cluster 3,1.3203095531934452,5.6829767,4.390193,0.198,0.078,0.1,0.083,0.117,0.465,14.2,93.08
Metta World Peace,2004-05,4,Cluster 4,2.06584081407383,2.158941,1.3586254,0.254,0.164,0.084,0.032,0.129,0.608,9.4,92.49
Michael Finley,2004-05,2,Cluster 2,1.5452095025003831,2.7849267,2.289088,0.192,0.111,0.056,0.02,0.088,0.519,5.0,94.47
Michael Olowokandi,2004-05,5,Cluster 5,1.3475138695264781,6.549074,5.175796,0.17,0.038,0.135,0.089,0.18,0.48,14.2,90.96
Maurice Taylor,2004-05,3,Cluster 3,1.6692841884432026,6.378667,4.3259263,0.204,0.091,0.101,0.054,0.147,0.48,14.4,90.09
Michael Curry,2003-04,0,Cluster 0,2.924341633423755,-0.55001265,3.7194276,0.108,0.083,0.037,0.019,0.053,0.46,14.9,88.54
Mateen Cleaves,2003-04,0,Cluster 0,3.2366019840736473,-0.7429585,3.5475621,0.137,0.257,0.039,0.011,0.069,0.314,10.4,94.84
Mark Madsen,2003-04,3,Cluster 3,2.03320836515282,4.8512793,5.8770137,0.112,0.034,0.11,0.107,0.112,0.506,14.2,91.11
Kevin Ollie,2003-04,0,Cluster 0,1.539978597470105,-0.5915468,2.3112133,0.134,0.276,0.06,0.017,0.103,0.51,12.5,91.56
Lamond Murray,2003-04,0,Cluster 0,3.295836237567819,6.5812836,4.0635166,0.243,0.121,0.09,0.027,0.157,0.428,12.8,87.93
Lindsey Hunter,2003-04,0,Cluster 0,1.6273135890871104,-0.7976455,3.4969196,0.125,0.216,0.052,0.021,0.081,0.399,12.8,92.91
Linton Johnson,2003-04,3,Cluster 3,2.6454508667415806,4.644697,4.9803786,0.15,0.065,0.115,0.07,0.166,0.394,13.1,96.24
Marcus Banks,2003-04,0,Cluster 0,2.125525749033348,-1.1122719,1.1258615,0.2,0.226,0.049,0.023,0.073,0.48,15.6,96.64
T.J. Ford,2003-04,0,Cluster 0,1.9176483331997505,-1.0149617,1.7371343,0.174,0.375,0.059,0.024,0.094,0.443,14.8,93.34
Vin Baker,2003-04,3,Cluster 3,1.1966444914490468,5.8713126,3.8384726,0.199,0.09,0.108,0.089,0.126,0.53,12.0,92.73
Vitaly Potapenko,2003-04,3,Cluster 3,1.2546303144142623,6.202272,4.2591314,0.173,0.061,0.109,0.075,0.143,0.511,13.3,90.13
Vlade Divac,2003-04,3,Cluster 3,2.1853034060789276,-0.5368832,2.056147,0.187,0.273,0.105,0.063,0.144,0.511,12.5,94.61
Walter McCarty,2003-04,2,Cluster 2,1.6985854066007047,3.5527503,1.6735804,0.154,0.109,0.064,0.016,0.109,0.541,11.8,96.5
Steve Blake,2003-04,0,Cluster 0,2.151806530382961,-1.1018375,1.3083093,0.178,0.26,0.042,0.013,0.074,0.509,16.5,95.33
Rick Fox,2003-04,0,Cluster 0,1.51257836055179,-0.96370906,3.2060678,0.131,0.161,0.061,0.035,0.086,0.459,13.9,93.96
Rod Strickland,2003-04,0,Cluster 0,1.3656317249307357,-0.76221764,1.7591437,0.179,0.326,0.065,0.028,0.105,0.482,11.7,93.33
Ronald Dupree,2003-04,3,Cluster 3,2.0337804230665353,4.1388097,2.8577638,0.181,0.103,0.088,0.056,0.122,0.445,11.7,96.4
Scottie Pippen,2003-04,0,Cluster 0,2.018654609788223,4.1355414,2.3062246,0.192,0.226,0.081,0.045,0.12,0.448,12.6,96.21
Slava Medvedenko,2003-04,1,Cluster 1,2.0019331030531724,6.0952425,3.900006,0.199,0.068,0.119,0.1,0.139,0.479,8.4,92.74
Stacey Augmon,2003-04,0,Cluster 0,1.6477370084298864,-0.19045478,3.9698367,0.155,0.106,0.063,0.037,0.089,0.486,13.4,91.93
Chris Crawford,2003-04,2,Cluster 2,1.0812193459811137,3.3865893,2.4883192,0.211,0.068,0.074,0.048,0.102,0.544,8.8,94.46
Calvin Booth,2003-04,3,Cluster 3,1.2262856046563235,4.6304917,4.6070023,0.142,0.037,0.115,0.071,0.156,0.521,11.1,93.64
Clar. Weatherspoon,2003-04,3,Cluster 3,1.5493262222185382,6.9549637,5.3296356,0.148,0.063,0.123,0.092,0.153,0.538,11.4,91.24
Corie Blount,2003-04,3,Cluster 3,1.8358872849114392,6.2442417,5.789575,0.132,0.084,0.132,0.096,0.168,0.462,11.8,94.13
Derrick Coleman,2003-04,3,Cluster 3,2.0666254463634157,6.4407296,4.6260953,0.189,0.095,0.124,0.058,0.19,0.471,14.6,89.82
Dajuan Wagner,2003-04,0,Cluster 0,1.9838516228402436,0.7958202,3.3423269,0.23,0.131,0.039,0.012,0.068,0.439,9.8,91.65
Curtis Borchardt,2003-04,3,Cluster 3,2.4637214989167386,5.4467053,5.199117,0.144,0.097,0.119,0.057,0.18,0.454,18.6,92.0
Anthony Carter,2003-04,0,Cluster 0,4.547409062644298,-1.2036346,1.9880038,0.247,0.279,0.055,0.022,0.085,0.297,19.7,95.21
Andrew DeClercq,2003-04,5,Cluster 5,1.6387949645345237,5.4339943,6.1103277,0.101,0.054,0.132,0.108,0.158,0.526,17.0,92.81
Alvin Williams,2003-04,0,Cluster 0,1.83186300345105,-0.08662124,2.8335373,0.168,0.237,0.044,0.011,0.078,0.463,9.3,88.97
Aaron Williams,2003-04,3,Cluster 3,1.2246891008330858,5.8984485,5.089534,0.171,0.109,0.114,0.078,0.151,0.549,15.3,92.44
Anthony Peeler,2003-04,2,Cluster 2,2.1020068144261663,3.5244446,1.5131747,0.143,0.139,0.054,0.022,0.085,0.575,13.5,94.39
Bo Outlaw,2003-04,3,Cluster 3,1.083164468213874,4.533887,5.6458273,0.121,0.093,0.105,0.077,0.133,0.522,13.2,92.28
Jason Collier,2003-04,3,Cluster 3,1.4756773584075373,4.9739366,3.8416998,0.189,0.051,0.103,0.068,0.138,0.558,12.4,95.17
Jannero Pargo,2003-04,4,Cluster 4,2.544269024634319,-0.92816436,0.9590912,0.232,0.268,0.038,0.016,0.061,0.491,14.3,97.87
Jamal Mashburn,2003-04,4,Cluster 4,2.9131412661277523,1.5322804,1.429583,0.289,0.123,0.079,0.026,0.13,0.457,7.2,91.6
Dion Glover,2003-04,0,Cluster 0,1.7993515765471921,4.8431625,2.8039837,0.208,0.138,0.081,0.036,0.125,0.471,11.5,93.1
Karl Malone,2003-04,1,Cluster 1,2.536888907900975,5.363724,4.285216,0.192,0.185,0.131,0.046,0.209,0.555,13.5,96.83
Kedrick Brown,2003-04,2,Cluster 2,1.1721900653387034,2.333003,3.2283494,0.137,0.106,0.075,0.043,0.107,0.543,8.1,92.37
Eddie Robinson,2003-04,2,Cluster 2,1.2274473982652467,2.6957715,3.3075736,0.168,0.097,0.05,0.026,0.074,0.497,10.0,94.89
Eddie House,2003-04,0,Cluster 0,1.3296671631031667,-0.2277255,3.5534825,0.198,0.228,0.059,0.023,0.098,0.436,9.3,92.87
Doug Overton,2003-04,0,Cluster 0,1.1914091247872731,-0.7514542,3.4348586,0.135,0.215,0.042,0.016,0.067,0.433,12.8,91.7
Jake Voskuhl,2003-04,3,Cluster 3,1.9249735878360872,5.3603907,5.7629304,0.128,0.053,0.108,0.076,0.141,0.577,15.0,95.15
Horace Grant,2003-04,3,Cluster 3,2.4058912794092073,3.9359527,4.5726523,0.113,0.098,0.108,0.07,0.151,0.45,8.3,92.33
Greg Ostertag,2003-04,5,Cluster 5,1.7139755932447656,7.073626,5.3346124,0.133,0.096,0.143,0.11,0.176,0.506,13.3,88.5
Gary Trent,2003-04,3,Cluster 3,1.0458558998752698,5.962465,4.030473,0.187,0.081,0.108,0.084,0.131,0.515,11.5,92.03
Ervin Johnson,2002-03,5,Cluster 5,2.1625418222064114,5.207306,6.108193,0.075,0.03,0.128,0.104,0.151,0.492,16.0,90.94
Glen Rice,2002-03,2,Cluster 2,1.6943175660526446,1.7338725,2.9282718,0.162,0.075,0.051,0.019,0.081,0.563,9.0,90.34
Eric Piatkowski,2002-03,2,Cluster 2,1.4331321556233778,2.4774256,2.3147683,0.178,0.087,0.058,0.033,0.081,0.601,9.0,93.61
Greg Foster,2002-03,3,Cluster 3,2.225073047687215,4.7665257,5.2817435,0.14,0.043,0.098,0.053,0.152,0.445,16.8,90.48
Donnell Harvey,2002-03,3,Cluster 3,1.742989774630346,6.4445243,4.8300285,0.207,0.125,0.13,0.076,0.187,0.486,14.4,92.15
Elden Campbell,2002-03,1,Cluster 1,2.023254657528015,6.510351,4.030211,0.225,0.111,0.108,0.058,0.155,0.483,11.0,89.73
Jelani McCoy,2002-03,5,Cluster 5,1.6879148513501578,6.2871137,5.1048374,0.181,0.058,0.13,0.068,0.195,0.507,16.3,92.19
Jay Williams,2002-03,0,Cluster 0,2.0253264292023787,-0.95388997,1.0756838,0.206,0.297,0.049,0.014,0.083,0.472,13.4,96.75
John Crotty,2002-03,0,Cluster 0,1.7230900691737343,-0.68566185,2.9884133,0.141,0.322,0.04,0.006,0.073,0.431,10.5,91.32
John Stockton,2002-03,4,Cluster 4,2.768712545892021,-0.21809953,1.6058313,0.185,0.444,0.048,0.025,0.069,0.577,11.5,91.63
Jonathan Bender,2002-03,2,Cluster 2,1.1309817533219344,4.0559816,3.033012,0.179,0.089,0.079,0.05,0.108,0.521,11.2,93.88
J.R. Bremer,2002-03,2,Cluster 2,1.469741032290047,0.884891,2.4726677,0.178,0.19,0.049,0.012,0.088,0.515,8.0,91.77
Jake Tsakalidis,2002-03,3,Cluster 3,0.9973505039886533,5.218205,5.423742,0.151,0.038,0.111,0.081,0.143,0.501,13.0,94.65
Jason Caffey,2002-03,3,Cluster 3,0.833348920900304,5.8193383,4.47552,0.179,0.069,0.101,0.08,0.121,0.501,14.4,92.32
Arvydas Sabonis,2002-03,1,Cluster 1,1.3887132943016585,7.743372,4.5115457,0.191,0.185,0.149,0.079,0.217,0.549,11.5,92.57
Bimbo Coles,2002-03,0,Cluster 0,1.688782726938178,-0.6215176,3.5173154,0.138,0.181,0.042,0.015,0.071,0.413,9.8,91.68
Anthony Mason,2002-03,3,Cluster 3,1.820415935185892,3.9908314,4.9961486,0.116,0.15,0.104,0.045,0.162,0.524,10.8,92.19
