n_team_seasons,rmse_baseline,rmse_arima,rmse_pyth,mae_baseline,mae_arima,mae_pyth,pct_arima_better,pct_pyth_better,ttest_arima_t,ttest_arima_p,ttest_pyth_t,ttest_pyth_p,wilcoxon_arima_w,wilcoxon_arima_p,wilcoxon_pyth_w,wilcoxon_pyth_p
240,4.971585930733438,8.294117482878029,4.4717917047579006,3.9833333333333334,6.010924108431474,3.6035645032181187,0.35833333333333334,0.6041666666666666,-6.589430660989436,2.7919555665371667e-10,2.924378853393373,0.003783234647191379,8700.0,8.802754782323631e-08,11379.0,0.004214935106975882
